Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
CO;MS;CAMPO GRANDE;AUTO POSTO POROROCA XV LTDA; 03.572.866/0001-65;AVENIDA BANDEIRANTES;2390;;VILA BANDEIRANTES;79006-000;DIESEL S10;10/09/2024;5,99;;R$ / litro;TAURUS
CO;MS;CAMPO GRANDE;AUTO POSTO AERO RANCHO LTDA; 03.866.429/0002-35;AVENIDA DAS BANDEIRAS;1640;;VILA MARCOS ROBERTO;79080-001;DIESEL;10/09/2024;5,89;;R$ / litro;IPIRANGA
CO;MS;CAMPO GRANDE;POSTO SAO JUDAS TADEU LTDA; 01.438.481/0001-84;RUA DA DIVISAO;1266;;AERO RANCHO;79081-650;DIESEL S10;10/09/2024;5,98;;R$ / litro;BRANCA
CO;MS;CAMPO GRANDE;AUTO POSTO AERO RANCHO LTDA; 03.866.429/0001-54;AVENIDA THIRSON DE ALMEIDA;760;;JARDIM AERO RANCHO;79085-040;DIESEL;10/09/2024;5,89;;R$ / litro;IPIRANGA
CO;MS;CAMPO GRANDE;SOUZA & MIRANDA LTDA; 03.623.191/0001-36;AVENIDA MARECHAL DEODORO;5712;;COOPHAVILA II;79097-000;GNV;10/09/2024;4,79;;R$ / m³;VIBRA
CO;MS;CAMPO GRANDE;SOUZA & MIRANDA LTDA; 03.623.191/0001-36;AVENIDA MARECHAL DEODORO;5712;;COOPHAVILA II;79097-000;DIESEL;10/09/2024;5,99;;R$ / litro;VIBRA
CO;MS;CAMPO GRANDE;POSTO DE SERVICOS SAO MARCOS LTDA; 03.244.399/0001-44;RUA MARECHAL RONDON;2135;;VILA CIDADE;79002-205;DIESEL S10;10/09/2024;5,96;;R$ / litro;BRANCA
CO;MS;CAMPO GRANDE;YONAMINE & CIA LTDA; 03.228.111/0001-48;AVENIDA CALOGERAS;1472;;CENTRO;79002-003;GNV;09/09/2024;4,36;;R$ / m³;VIBRA
CO;MS;CAMPO GRANDE;YONAMINE & CIA LTDA; 03.228.111/0001-48;AVENIDA CALOGERAS;1472;;CENTRO;79002-003;DIESEL;09/09/2024;5,89;;R$ / litro;VIBRA
CO;MS;CAMPO GRANDE;YONAMINE & CIA LTDA; 03.228.111/0001-48;AVENIDA CALOGERAS;1472;;CENTRO;79002-003;DIESEL S10;09/09/2024;5,99;;R$ / litro;VIBRA
CO;MS;CAMPO GRANDE;COMERCIO DE COMBUSTIVEIS CARAVAGIO LTDA; 03.113.246/0001-68;AVENIDA ZILA CORREA MACHADO;11640;SETOR 01;PARQUE RESIDENCIAL MARIA APARECIDA PEDROSSIAN;79046-200;DIESEL;09/09/2024;5,99;;R$ / litro;VIBRA
CO;MS;CAMPO GRANDE;COMERCIO DE COMBUSTIVEIS CARAVAGIO LTDA; 03.113.246/0001-68;AVENIDA ZILA CORREA MACHADO;11640;SETOR 01;PARQUE RESIDENCIAL MARIA APARECIDA PEDROSSIAN;79046-200;DIESEL S10;09/09/2024;6,04;;R$ / litro;VIBRA
CO;MS;CAMPO GRANDE;MORENINHA PETROLEO LTDA; 03.086.776/0001-64;RODOVIA BR 163 KM 04;7401;QUINHAO;CIDADE MORENA;79064-000;DIESEL;10/09/2024;5,98;;R$ / litro;IPIRANGA
CO;MS;CAMPO GRANDE;MORENINHA PETROLEO LTDA; 03.086.776/0001-64;RODOVIA BR 163 KM 04;7401;QUINHAO;CIDADE MORENA;79064-000;DIESEL S10;10/09/2024;5,99;;R$ / litro;IPIRANGA
CO;MS;CAMPO GRANDE;NOGUEIRA CASSARO COMERCIO VAREJISTA DE COMBUSTIVEIS E LUBRIFICANTES LTDA.; 02.780.366/0001-56;AVENIDA COSTA E SILVA;1059;POSTO;VILA PROGRESSO;79050-010;DIESEL;09/09/2024;5,98;;R$ / litro;ROYAL FIC
CO;MS;CAMPO GRANDE;NOGUEIRA CASSARO COMERCIO VAREJISTA DE COMBUSTIVEIS E LUBRIFICANTES LTDA.; 02.780.366/0001-56;AVENIDA COSTA E SILVA;1059;POSTO;VILA PROGRESSO;79050-010;DIESEL S10;09/09/2024;6,08;;R$ / litro;ROYAL FIC
CO;MS;CAMPO GRANDE;AUTO POSTO MALIBU LTDA; 02.110.486/0001-46;RUA JOSE NOGUEIRA VIEIRA;1310;;TIRADENTES;79042-010;DIESEL S10;09/09/2024;6,27;;R$ / litro;VIBRA
CO;MS;CAMPO GRANDE;AUTO POSTO TIJUCA LTDA; 01.793.768/0001-22;RUA SOLTO MAIOR;1023;;TIJUCA I;79022-970;DIESEL S10;10/09/2024;5,95;;R$ / litro;VIBRA
CO;MS;CAMPO GRANDE;AUTO POSTO CASTELO LTDA; 01.742.740/0001-66;RUA 14 DE JULHO;4763;;MONTE CASTELO;79010-470;DIESEL;09/09/2024;5,59;;R$ / litro;IPIRANGA
CO;MS;CAMPO GRANDE;AUTO POSTO CASTELO LTDA; 01.742.740/0001-66;RUA 14 DE JULHO;4763;;MONTE CASTELO;79010-470;DIESEL S10;09/09/2024;5,69;;R$ / litro;IPIRANGA
CO;MS;CAMPO GRANDE;AUTO POSTO SHIMA LTDA; 01.330.663/0001-37;AVENIDA DAS BANDEIRAS;2197;;JARDIM JOQUEI CLUB;79080-001;DIESEL S10;10/09/2024;6,09;;R$ / litro;VIBRA
CO;MS;CAMPO GRANDE;QUARESMA & CIA LTDA; 00.994.384/0001-05;AVENIDA AV CALOGERAS;583;;VILA CIDADE;79004-383;DIESEL S10;09/09/2024;6,21;;R$ / litro;RAIZEN
CO;MS;CAMPO GRANDE;POSTO ROUXINOL LTDA; 00.413.865/0001-80;AVENIDA ROUXINOL;35;;TIRADENTES;79041-150;DIESEL S10;09/09/2024;5,99;;R$ / litro;IPIRANGA
CO;MS;CAMPO GRANDE;PETRORADIO COMERCIO DERIVADOS DE PETROLEO LTDA; 00.406.548/0001-36;RUA SPIPE CALARGE;1441;0;VL FREDERICO PORTINHO PACHE;79051-560;DIESEL;09/09/2024;5,65;;R$ / litro;BRANCA
CO;MS;DOURADOS;AUTO POSTO FORTALEZA LTDA; 07.498.982/0001-32;RUA CIRO MELO;3075;;VILA LILI;79805-031;DIESEL S10;09/09/2024;6,14;;R$ / litro;VIBRA
CO;MS;DOURADOS;AUTO POSTO GUAICURUS LTDA; 06.278.577/0001-46;AVENIDA WEIMAR GONCALVES TORRES;490;;JARDIM TROPICAL;79820-080;DIESEL S10;09/09/2024;5,99;;R$ / litro;TAURUS
CO;MS;DOURADOS;ROCHA & AZAMBUJA LTDA.; 05.306.888/0001-09;RUA ANIZ RASSELEM;S/N;ESQ. C/ MAJOR CAPILE;JARDIM TROPICAL;79804-970;DIESEL S10;09/09/2024;6,49;;R$ / litro;VIBRA
CO;MS;DOURADOS;POSTO TROLLER LTDA; 15.393.770/0001-19;RUA HAYEL BON FAKER;2374;;JARDIM CARAMURU;79806-000;DIESEL S10;09/09/2024;5,99;;R$ / litro;BRANCA
CO;MS;DOURADOS;AUTO POSTO ANIELLI LTDA; 03.084.756/0001-54;AVENIDA MARCELINO PIRES;7250;;JARDIM MARCIA;79841-000;DIESEL;11/09/2024;6,09;;R$ / litro;TAURUS
CO;MS;DOURADOS;AUTO POSTO ANIELLI LTDA; 03.084.756/0001-54;AVENIDA MARCELINO PIRES;7250;;JARDIM MARCIA;79841-000;DIESEL S10;11/09/2024;6,13;;R$ / litro;TAURUS
CO;MS;DOURADOS;GABBIATTI & MENEGHETI LTDA; 00.300.969/0001-88;RUA HAYEL BOM FAKER;481;;JARDIM ÁGUA BOA;79813-240;DIESEL;09/09/2024;6,04;;R$ / litro;VIBRA
CO;MS;DOURADOS;AUTO POSTO SAN FRANCISCO LTDA.; 04.655.306/0001-37;RUA PONTA PORA;2575;;VILA PLANALTO;79825-080;DIESEL;09/09/2024;5,95;;R$ / litro;TAURUS
CO;MS;DOURADOS;AUTO POSTO SAN FRANCISCO LTDA.; 04.655.306/0001-37;RUA PONTA PORA;2575;;VILA PLANALTO;79825-080;DIESEL S10;09/09/2024;5,99;;R$ / litro;TAURUS
CO;MS;DOURADOS;OSHIRO & CIA LTDA.; 03.622.479/0001-96;AVENIDA MARCELINO PIRES;3497;;JARDIM CARAMURU;79830-001;DIESEL S10;11/09/2024;5,99;;R$ / litro;TAURUS
CO;MS;DOURADOS;NOVO HORIZONTE DIESEL & LOJA DE CONVENIENCIA LTDA; 01.778.235/0001-71;RUA HAYEL BON FAKER;1678 D;;CENTRO;79811-100;DIESEL;09/09/2024;6,09;;R$ / litro;VIBRA
CO;MS;DOURADOS;NOVO HORIZONTE DIESEL & LOJA DE CONVENIENCIA LTDA; 01.778.235/0001-71;RUA HAYEL BON FAKER;1678 D;;CENTRO;79811-100;DIESEL S10;09/09/2024;6,19;;R$ / litro;VIBRA
CO;MS;PONTA PORA;AUTO POSTO CENTRAL LTDA - EPP; 03.569.993/0001-05;RUA GENERAL OSORIO;1,096;;CENTRO;79904-622;DIESEL;11/09/2024;6,53;;R$ / litro;VIBRA
CO;MS;PONTA PORA;AUTO POSTO CENTRAL LTDA - EPP; 03.569.993/0001-05;RUA GENERAL OSORIO;1,096;;CENTRO;79904-622;DIESEL S10;11/09/2024;6,78;;R$ / litro;VIBRA
CO;MS;PONTA PORA;UNIGAS COMERCIO DE COMBUSTIVEIS LTDA; 03.537.946/0001-80;RUA JORGE ROBERTO SALOMAO;91;;CENTRO;79904-598;DIESEL S10;12/09/2024;6,32;;R$ / litro;BRANCA
CO;MS;PONTA PORA;POSTO TAMINO CENTRO II LTDA; 00.755.174/0001-64;AVENIDA MARECHAL FLORIANO PEIXOTO;1673;;CENTRO;79904-676;DIESEL S10;11/09/2024;6,32;;R$ / litro;TAURUS
CO;MS;PONTA PORA;DIVISA AUTO POSTO LTDA; 00.101.304/0001-45;RUA PARANAGUA;57;;VILA AQUIDABAM;79902-014;DIESEL;12/09/2024;6,29;;R$ / litro;IPIRANGA
CO;MS;TRES LAGOAS;AUTO POSTO PX LTDA; 15.380.587/0001-89;AVENIDA CAPITAO OLINTO MANCINI;1246;;CENTRO;79603-011;DIESEL;13/09/2024;6,29;;R$ / litro;TAURUS
CO;MS;TRES LAGOAS;AUTO POSTO PX LTDA; 15.380.587/0001-89;AVENIDA CAPITAO OLINTO MANCINI;1246;;CENTRO;79603-011;DIESEL S10;13/09/2024;6,39;;R$ / litro;TAURUS
CO;MS;TRES LAGOAS;COMERCIAL DE DERIVADOS DE PETROLEO TRES LAGOAS LTDA - ME; 04.837.818/0001-14;RUA PARANAIBA;1035;;CENTRO;79602-030;DIESEL;13/09/2024;6,09;;R$ / litro;RAIZEN
CO;MS;TRES LAGOAS;COMERCIAL DE DERIVADOS DE PETROLEO TRES LAGOAS LTDA - ME; 04.837.818/0001-14;RUA PARANAIBA;1035;;CENTRO;79602-030;DIESEL S10;13/09/2024;6,19;;R$ / litro;RAIZEN
CO;MS;TRES LAGOAS;POSTO NIKKEY LTDA; 02.055.899/0001-75;AVENIDA ANTONIO TRAJANO DOS SANTOS;1815;;LAPA;79601-001;DIESEL;13/09/2024;6,58;;R$ / litro;VIBRA
CO;MS;TRES LAGOAS;POSTO PARATI LTDA; 00.062.780/0001-02;AVENIDA FILINTO MULLER;645;;CENTRO;79600-001;DIESEL;13/09/2024;6,58;;R$ / litro;VIBRA
CO;MT;CACERES;MONTE GERIZIM - COMERCIO DE COMBUSTIVEIS LTDA; 08.688.481/0001-81;RUA GENERAL OSORIO;1483;;CENTRO;78200-000;DIESEL S10;10/09/2024;6,25;;R$ / litro;BRANCA
CO;MT;CUIABA;REDE DE POSTOS SANTA MARIA LTDA; 01.418.827/0001-82;AVENIDA FERNANDO CORREA DA COSTA;3400;;BOA ESPERANCA;78068-600;DIESEL S10;11/09/2024;5,75;;R$ / litro;BRANCA
CO;MT;CUIABA;REDE DE POSTOS SANTA MARIA LTDA; 01.418.827/0002-63;AVENIDA XV DE NOVEMBRO;30;;PORTO;78015-285;DIESEL S10;09/09/2024;5,73;;R$ / litro;BRANCA
CO;MT;CUIABA;COMERCIO DE COMBUSTIVEIS SAO CARLOS LTDA; 03.585.677/0001-27;AVENIDA GOVERNADOR DANTE MARTINS DE OLIVEIRA;1;;CARUMBE;78050-700;DIESEL S10;11/09/2024;6,59;;R$ / litro;RAIZEN
CO;MT;CUIABA;POSTO SAMUCA CUIABA LTDA; 03.399.046/0001-13;RUA AMANCIO PEDROSO DE JESUS;263;;CARUMBE;78050-660;DIESEL;11/09/2024;6,49;;R$ / litro;VIBRA
CO;MT;CUIABA;PARADISE AUTO POSTO CUIABA LTDA; 03.207.363/0001-90;RUA BARAO DE MELGACO;1029;ESQ AV 8 DE ABRIL;PORTO;78025-300;DIESEL;09/09/2024;6,09;;R$ / litro;VIBRA
CO;MT;CUIABA;BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA; 02.869.615/0001-84;AVENIDA REPUBLICA DO LIBANO;1628;;JARDIM MONTE LIBANO;78048-200;DIESEL;11/09/2024;5,95;;R$ / litro;RAIZEN
CO;MT;CUIABA;BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA; 02.869.615/0001-84;AVENIDA REPUBLICA DO LIBANO;1628;;JARDIM MONTE LIBANO;78048-200;DIESEL S10;11/09/2024;5,95;;R$ / litro;RAIZEN
CO;MT;CUIABA;SAO MATHEUS CUIABA AUTO POSTO LTDA; 02.511.723/0001-80;RODOVIA BR 364;S/N;KM 401;DISTRITO INDUSTRIAL;78015-285;DIESEL;09/09/2024;5,69;;R$ / litro;RAIZEN
CO;MT;CUIABA;SAO MATHEUS CUIABA AUTO POSTO LTDA; 02.511.723/0001-80;RODOVIA BR 364;S/N;KM 401;DISTRITO INDUSTRIAL;78015-285;DIESEL S10;09/09/2024;5,79;;R$ / litro;RAIZEN
CO;MT;CUIABA;TRANSGANSO COMERCIO E TRANSPORTES LTDA.; 02.350.920/0001-65;AVENIDA MIGUEL SUTIL;12,295;;CIDADE ALTA;78030-000;DIESEL;09/09/2024;5,65;;R$ / litro;BRANCA
CO;MT;CUIABA;TRANSGANSO COMERCIO E TRANSPORTES LTDA.; 02.350.920/0001-65;AVENIDA MIGUEL SUTIL;12,295;;CIDADE ALTA;78030-000;DIESEL S10;09/09/2024;5,75;;R$ / litro;BRANCA
CO;MT;CUIABA;COMERCIAL DE COMBUSTIVEIS SANTA EDWIGES LTDA; 01.877.629/0001-87;AVENIDA HIST. RUBENS DE MENDONCA;119;ESQ. C/ AVE. ALENKER;CPA I;78055-000;DIESEL;11/09/2024;6,07;;R$ / litro;VIBRA
CO;MT;CUIABA;COMERCIAL DE COMBUSTIVEIS SANTA EDWIGES LTDA; 01.877.629/0001-87;AVENIDA HIST. RUBENS DE MENDONCA;119;ESQ. C/ AVE. ALENKER;CPA I;78055-000;DIESEL S10;11/09/2024;6,17;;R$ / litro;VIBRA
CO;MT;SINOP;POSTO FELIX LTDA; 02.235.792/0001-09;RODOVIA BR 163;S/N;KM 830,5;ZONA RURAL;78550-001;DIESEL;11/09/2024;5,75;;R$ / litro;BRANCA
CO;MT;SINOP;POSTO FELIX LTDA; 02.235.792/0001-09;RODOVIA BR 163;S/N;KM 830,5;ZONA RURAL;78550-001;DIESEL S10;11/09/2024;5,89;;R$ / litro;BRANCA
CO;MT;SINOP;D JUNIOR DE SOUSA; 04.813.224/0001-73;AVENIDA DAS FIGUEIRAS;100;;SETOR INDUSTRIAL;78550-254;DIESEL S10;09/09/2024;6,85;;R$ / litro;RAIZEN
CO;MT;SINOP;AUTO POSTO TARUMA LTDA; 03.318.703/0001-50;AVENIDA DOS TARUMAS;818;;SETOR RESIDENCIAL SUL;78550-001;DIESEL S10;09/09/2024;6,39;;R$ / litro;BRANCA
N;PA;ALTAMIRA;GONCALVES & DIAS LTDA; 07.868.912/0008-03;TRAVESSA PEDRO GOMES;S/N;;CENTRO;68371-150;DIESEL;11/09/2024;7,19;;R$ / litro;VIBRA
N;PA;ALTAMIRA;GONCALVES & DIAS LTDA; 07.868.912/0008-03;TRAVESSA PEDRO GOMES;S/N;;CENTRO;68371-150;DIESEL S10;11/09/2024;7,29;;R$ / litro;VIBRA
N;PA;ALTAMIRA;COMERCIAL VITORIA LTDA; 05.374.277/0001-06;RUA CORONEL JOSE PORFIRIO;1247;;CENTRO;68372-040;DIESEL;11/09/2024;6,24;;R$ / litro;BRANCA
N;PA;ALTAMIRA;COMERCIAL VITORIA LTDA; 05.374.277/0001-06;RUA CORONEL JOSE PORFIRIO;1247;;CENTRO;68372-040;DIESEL S10;11/09/2024;6,28;;R$ / litro;BRANCA
N;PA;ALTAMIRA;GONCALVES & DIAS LTDA; 07.868.912/0002-00;AVENIDA ALACID NUNES;S/N;;JARDIM ORIENTE;68379-200;DIESEL;11/09/2024;7,19;;R$ / litro;VIBRA
N;PA;ANANINDEUA;LORENA COMERCIO DE PRODUTOS DE PETROLEO LTDA; 06.266.344/0003-95;RUA CLAUDIO SANDERS;1400;ESTRADA DO MAGUARY;CENTRO;67030-160;DIESEL S10;10/09/2024;5,75;;R$ / litro;BRANCA
N;PA;ANANINDEUA;GP PETROLEO COMERCIO DE COMBUSTIVEIS LTDA; 06.945.995/0001-40;RODOVIA BR 316;S/N;KM 04;COQUEIRO;67110-000;DIESEL S10;10/09/2024;5,89;;R$ / litro;SABBÁ
N;PA;ANANINDEUA;AUTO POSTO PROVIDENCIA LTDA; 05.907.707/0001-08;TRAVESSA WE;10-A;CONJ  CIDADE NOVA I             COM A RUA DO FIO;COQUEIRO;67130-110;DIESEL S10;10/09/2024;6,09;;R$ / litro;ATEM' S
N;PA;ANANINDEUA;RIBEIRO DERIVADOS DE PETROLEO LTDA; 04.111.209/0001-83;RODOVIA BR 316;S/N;KM    06;LEVILANDIA;67015-760;DIESEL S10;10/09/2024;5,99;;R$ / litro;IPIRANGA
N;PA;ANANINDEUA;GONCALVES & DIAS LTDA; 07.868.912/0001-29;RODOVIA BR 316;S/N;KM 08;AGUA BRANCA;67033-070;DIESEL S10;10/09/2024;5,89;;R$ / litro;VIBRA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0029-95;ESTRADA MARACACUERA ( ANGULO COM A ESTRADA DO OUTEIRO );S/N;LOTE 1 , 3 E 5;ICOARACI;66815-140;DIESEL S10;09/09/2024;5,77;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0028-04;AVENIDA PEDRO ALVARES CABRAL;1,734;;TELGRAFO;66050-400;DIESEL S10;09/09/2024;5,77;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0026-42;RODOVIA AUGUSTO MONTENEGRO KM 08;7,988;;ICOARACI;66823-010;DIESEL S10;09/09/2024;5,77;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0024-80;AVENIDA ANTONIO EVERDOSA;1,174;C/TRAV. MAURITI;PEDREIRA;66080-190;DIESEL S10;09/09/2024;5,77;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0022-19;RODOVIA MARIO COVAS;52;LOT- 49 A 52;COQUEIRO;66650-000;DIESEL S10;09/09/2024;5,53;;R$ / litro;BRANCA
N;PA;BELEM;AUTO POSTO ACAI LTDA; 01.497.008/0001-78;TRAVESSA PADRE EUTIQUIO;3276;;CONDOR;66065-050;DIESEL S10;09/09/2024;5,98;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0013-28;TRAVESSA DR ENEAS PINHEIRO;2881;2885, 2889;MARCO;66087-430;DIESEL S10;09/09/2024;5,77;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0003-56;RODOVIA ARTHUR BERNARDES;1771;0;TELEGRAFO;66115-000;DIESEL S10;09/09/2024;5,77;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0001-94;RODOVIA DOS TRABALHADORES;S/N;;VAL-DE-CAES;66635-894;DIESEL S10;09/09/2024;5,77;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0004-37;RODOVIA AUGUSTO MONTENEGRO;S/N;;BIRIGUI;66623-590;DIESEL S10;09/09/2024;5,77;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0005-18;AVENIDA BERNARDO SAYÃO;3862;0;JURUNAS;66065-120;DIESEL S10;09/09/2024;5,77;;R$ / litro;BRANCA
N;PA;BELEM;M F RODRIGUES JUNIOR; 03.644.478/0001-42;AVENIDA DUQUE DE CAXIAS;1580;;MARCO;66093-030;DIESEL S10;09/09/2024;6,99;;R$ / litro;VIBRA
N;PA;ANANINDEUA;POSTO UBN LTDA; 03.577.000/0001-47;RODOVIA DO MARIO COVAS;1600;;COQUEIRO;67115-000;DIESEL S10;10/09/2024;5,69;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0033-71;AVENIDA PEDRO ALVARES CABRAL;7120;;MARAMBAIA;66613-150;DIESEL S10;09/09/2024;5,77;;R$ / litro;BRANCA
N;PA;CASTANHAL;SUPER POSTO IMPERADOR LTDA; 08.762.127/0001-50;RUA PEDRO PORPINO DA SILVA;1449;;SAO JOSE;68744-000;DIESEL S10;11/09/2024;5,99;;R$ / litro;IPIRANGA
N;PA;MARABA;POSTO MAGAZINE LTDA; 03.418.987/0001-57; FOLHA 32 QUADRA 16 LOTE 26 F;S/N;;NOVA MARABA;68508-150;DIESEL;11/09/2024;6,28;;R$ / litro;VIBRA
N;PA;MARABA;POSTO MAGAZINE LTDA; 03.418.987/0001-57; FOLHA 32 QUADRA 16 LOTE 26 F;S/N;;NOVA MARABA;68508-150;DIESEL S10;11/09/2024;6,29;;R$ / litro;VIBRA
N;PA;MARABA;POSTO PEDRAS COMERCIO DE COMBUSTIVEIS LTDA; 34.920.041/0001-18; FOLHA CS-II 30, QUADRA 02, LOTE 02;S/N;;NOVA MARABA;68507-340;DIESEL S10;11/09/2024;6,16;;R$ / litro;BRANCA
NE;PB;BAYEUX;FRANÇA COMBUSTÍVEIS LTDA.; 09.359.690/0001-44;RUA FRANCISCO MARQUES DA FONSECA;340;;IMACULADA;58309-990;DIESEL;09/09/2024;5,89;;R$ / litro;VIBRA
NE;PB;BAYEUX;FRANÇA COMBUSTÍVEIS LTDA.; 09.359.690/0001-44;RUA FRANCISCO MARQUES DA FONSECA;340;;IMACULADA;58309-990;DIESEL S10;09/09/2024;5,89;;R$ / litro;VIBRA
NE;PB;BAYEUX;AFL GAS NATURAL LTDA; 09.200.728/0003-01;RUA FRANCISCO MARQUES DA FONSECA;4047;;ALTO DA BOA VISTA;58308-001;GNV;09/09/2024;5,09;;R$ / m³;BRANCA
NE;PB;BAYEUX;AFL GAS NATURAL LTDA; 09.200.728/0003-01;RUA FRANCISCO MARQUES DA FONSECA;4047;;ALTO DA BOA VISTA;58308-001;DIESEL;09/09/2024;5,89;;R$ / litro;BRANCA
NE;PB;BAYEUX;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA; 01.420.327/0001-85; LOC  BR 230 KM 31;S/N;;ESTRADA;58309-602;GNV;09/09/2024;5,09;;R$ / m³;BRANCA
NE;PB;BAYEUX;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA; 01.420.327/0001-85; LOC  BR 230 KM 31;S/N;;ESTRADA;58309-602;DIESEL;09/09/2024;5,65;;R$ / litro;BRANCA
NE;PB;BAYEUX;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA; 01.420.327/0001-85; LOC  BR 230 KM 31;S/N;;ESTRADA;58309-602;DIESEL S10;09/09/2024;5,65;;R$ / litro;BRANCA
NE;PB;BAYEUX;ABASTECA COMERCIO DE COMBUSTIVEIS LTDA; 07.211.715/0001-32;RUA FRANCISCO MARQUES DA FONSECA;4047;KM    82 MARGENS DA BR 101;ALTO DA BOA VISTA;58308-001;GNV;09/09/2024;5,09;;R$ / m³;DISLUB
NE;PB;BAYEUX;ABASTECA COMERCIO DE COMBUSTIVEIS LTDA; 07.211.715/0001-32;RUA FRANCISCO MARQUES DA FONSECA;4047;KM    82 MARGENS DA BR 101;ALTO DA BOA VISTA;58308-001;DIESEL;09/09/2024;5,89;;R$ / litro;DISLUB
NE;PB;BAYEUX;MEGA POSTO DE COMBUSTIVEIS LTDA; 05.325.947/0001-96;RODOVIA BR 101 KM 31;S/N;SALA 02;CENTRO COM. NORTE;58309-600;DIESEL;09/09/2024;5,65;;R$ / litro;VIBRA
NE;PB;BAYEUX;POSTO ESTRELA DA LIBERDADE LTDA; 03.450.959/0001-17;AVENIDA LIBERDADE ,;1232;1268;SAO BENTO;58309-602;GNV;09/09/2024;5,09;;R$ / m³;RAIZEN
NE;PB;BAYEUX;POSTO ESTRELA DA LIBERDADE LTDA; 03.450.959/0001-17;AVENIDA LIBERDADE ,;1232;1268;SAO BENTO;58309-602;DIESEL S10;09/09/2024;5,65;;R$ / litro;RAIZEN
NE;PB;CABEDELO;FURTADO & CIA LTDA; 09.220.427/0001-70;RUA DUQUE DE CAXIAS;293;0;CENTRO;58310-000;DIESEL;09/09/2024;6,32;;R$ / litro;IPIRANGA
NE;PB;CABEDELO;FURTADO & CIA LTDA; 09.220.427/0001-70;RUA DUQUE DE CAXIAS;293;0;CENTRO;58310-000;DIESEL S10;09/09/2024;6,42;;R$ / litro;IPIRANGA
NE;PB;CABEDELO;JAIME T. MOURA E CIA LTDA.; 09.352.634/0002-69;RUA HORTENCIA HELENA DE AMORIM BRITO;897;;JARDIM AMERICA;58102-660;GNV;09/09/2024;5,09;;R$ / m³;IPIRANGA
NE;PB;CABEDELO;JAIME T. MOURA E CIA LTDA.; 09.352.634/0002-69;RUA HORTENCIA HELENA DE AMORIM BRITO;897;;JARDIM AMERICA;58102-660;DIESEL;09/09/2024;6,05;;R$ / litro;IPIRANGA
NE;PB;CABEDELO;JAIME T. MOURA E CIA LTDA.; 09.352.634/0002-69;RUA HORTENCIA HELENA DE AMORIM BRITO;897;;JARDIM AMERICA;58102-660;DIESEL S10;09/09/2024;6,09;;R$ / litro;IPIRANGA
NE;PB;CABEDELO;AUTO POSTO INTERMARES LTDA; 41.198.466/0001-20; BR 230 - KM 09  QUADRA  74;S/N;LOTES 11-12-13 -14;INTERMARES;58100-100;DIESEL S10;09/09/2024;6,09;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO MONUMENTO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA; 08.735.891/0001-36;AVENIDA PREFEITO SEVERINO BEZERRA CABRAL;38;;JOSE PINHEIRO;58104-170;DIESEL;11/09/2024;5,75;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;POSTO MONUMENTO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA; 08.735.891/0001-36;AVENIDA PREFEITO SEVERINO BEZERRA CABRAL;38;;JOSE PINHEIRO;58104-170;DIESEL S10;11/09/2024;5,79;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA; 01.420.327/0004-28;AVENIDA ASSIS CHATEAUBRIAND;2675;;LIBERDADE;58105-421;GNV;11/09/2024;5,31;;R$ / m³;BRANCA
NE;PB;CAMPINA GRANDE;F SANTOS & CIA LTDA; 08.360.893/0001-98;RUA TAVARES CAVALCANTE;655;TERREO;CENTRO;58100-160;DIESEL S10;11/09/2024;5,74;;R$ / litro;BRANCA
