Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
S;PR;CIANORTE;AUTO POSTO ALBERTIN LTDA - EPP; 09.105.304/0001-98;AVENIDA PARAIBA;1744;;ZONA TRES;87200-000;DIESEL;12/09/2024;5,64;;R$ / litro;CIAPETRO
SE;SP;INDAIATUBA;AUTO POSTO DISTRITO DE INDAIA LTDA; 09.536.396/0001-60;RUA ANTONIA MARTINS LUIZ;29;;DISTRITO INDUSTRIAL JOAO NAREZZI;13347-404;DIESEL;11/09/2024;5,54;;R$ / litro;BRANCA
SE;SP;INDAIATUBA;AUTO POSTO DISTRITO DE INDAIA LTDA; 09.536.396/0001-60;RUA ANTONIA MARTINS LUIZ;29;;DISTRITO INDUSTRIAL JOAO NAREZZI;13347-404;DIESEL S10;11/09/2024;5,59;;R$ / litro;BRANCA
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0009-73;AVENIDA   ALBERTO CRAVEIRO;3559;;PASSARE;60860-000;DIESEL S10;10/09/2024;6,19;;R$ / litro;SP
SE;SP;SANTOS;AUTO POSTO VIA PRAIA LTDA; 10.203.539/0001-00;RUA ALEXANDRE MARTINS;61;;APARECIDA;11025-201;DIESEL S10;09/09/2024;6,92;;R$ / litro;IPIRANGA
S;PR;UNIAO DA VITORIA;HELU COMERCIO DE COMBUSTIVEIS LTDA; 10.157.459/0001-57;RUA MARECHAL DEODORO;71;;CENTRO;84600-000;DIESEL;12/09/2024;6,29;;R$ / litro;BRANCA
S;PR;UNIAO DA VITORIA;HELU COMERCIO DE COMBUSTIVEIS LTDA; 10.157.459/0001-57;RUA MARECHAL DEODORO;71;;CENTRO;84600-000;DIESEL S10;12/09/2024;6,39;;R$ / litro;BRANCA
NE;CE;ITAPIPOCA;SAO PEDRO COMERCIAL DE PETROLEO LTDA; 09.385.604/0001-78;MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085;S/N;;CRUXATI;62525-000;DIESEL S10;09/09/2024;6,49;;R$ / litro;ALE
NE;BA;CAETITE;ELCI FARIAS DO COUTO; 05.481.285/0001-43;AVENIDA DACIO OLIVEIRA;1101;;RANCHO ALEGRE;46400-000;DIESEL;11/09/2024;6,55;;R$ / litro;BRANCA
NE;BA;CAETITE;ELCI FARIAS DO COUTO; 05.481.285/0001-43;AVENIDA DACIO OLIVEIRA;1101;;RANCHO ALEGRE;46400-000;DIESEL S10;11/09/2024;6,65;;R$ / litro;BRANCA
NE;BA;POCOES;AUTO POSTO APACHE LTDA PP; 09.153.856/0001-71;AVENIDA JUCELINO KUBISTCHECK;737-A;LOJA  01;PITUBA;45260-000;DIESEL;10/09/2024;5,59;;R$ / litro;RAIZEN
NE;BA;POCOES;AUTO POSTO APACHE LTDA PP; 09.153.856/0001-71;AVENIDA JUCELINO KUBISTCHECK;737-A;LOJA  01;PITUBA;45260-000;DIESEL S10;10/09/2024;5,69;;R$ / litro;RAIZEN
SE;SP;ITU;NOSSO POSTO DE ITU LTDA; 09.609.285/0001-37;RUA MAESTRO ISAIAS SPARANINZE BELCUFINE;114;;JARDIM PADRE BENTO;13313-103;DIESEL;11/09/2024;5,99;;R$ / litro;RAIZEN
SE;SP;ITU;NOSSO POSTO DE ITU LTDA; 09.609.285/0001-37;RUA MAESTRO ISAIAS SPARANINZE BELCUFINE;114;;JARDIM PADRE BENTO;13313-103;DIESEL S10;11/09/2024;6,09;;R$ / litro;RAIZEN
NE;BA;JEQUIE;CIDADE NOVA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.298.695/0001-93;AVENIDA GOVERNADOR AURELIO RODRIGUES VIANA;80;;KENNEDY;45201-475;DIESEL;10/09/2024;6,09;;R$ / litro;VIBRA
NE;BA;JEQUIE;CIDADE NOVA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.298.695/0001-93;AVENIDA GOVERNADOR AURELIO RODRIGUES VIANA;80;;KENNEDY;45201-475;DIESEL S10;10/09/2024;6,19;;R$ / litro;VIBRA
NE;PE;PAULISTA;PRESSGAS EMPREENDIMENTOS LTDA; 05.421.827/0001-92;AVENIDA RODOLFO AURELIANO (PE-15);1123;;VILA TORRES GALVAO;53403-740;GNV;09/09/2024;4,59;;R$ / m³;BRANCA
NE;PE;PAULISTA;PRESSGAS EMPREENDIMENTOS LTDA; 05.421.827/0001-92;AVENIDA RODOLFO AURELIANO (PE-15);1123;;VILA TORRES GALVAO;53403-740;DIESEL S10;09/09/2024;5,59;;R$ / litro;BRANCA
S;RS;OSORIO;KM 1 - COMERCIO DE COMBUSTIVEIS LTDA.; 08.542.850/0002-04;RODOVIA BR 101;SN;KM    83.8;COSTA VERDE;95520-000;DIESEL;11/09/2024;5,69;;R$ / litro;VIBRA
S;RS;OSORIO;KM 1 - COMERCIO DE COMBUSTIVEIS LTDA.; 08.542.850/0002-04;RODOVIA BR 101;SN;KM    83.8;COSTA VERDE;95520-000;DIESEL S10;11/09/2024;5,89;;R$ / litro;VIBRA
N;RO;PORTO VELHO;AUTO POSTO AMAZONAS LTDA; 09.300.057/0001-80;AVENIDA AMAZONAS;3,346;;AGENOR DE CARVALHO;76820-364;DIESEL;11/09/2024;6,09;;R$ / litro;IPIRANGA
N;RO;PORTO VELHO;AUTO POSTO AMAZONAS LTDA; 09.300.057/0001-80;AVENIDA AMAZONAS;3,346;;AGENOR DE CARVALHO;76820-364;DIESEL S10;11/09/2024;6,16;;R$ / litro;IPIRANGA
SE;MG;ARAGUARI;NETO COMERCIO DE COMBUSTIVEIS LTDA; 08.369.237/0001-56;RODOVIA BR 050;S/N;KM 39;SUBURBIO;38442-239;DIESEL;12/09/2024;5,59;;R$ / litro;BRANCA
SE;MG;ARAGUARI;NETO COMERCIO DE COMBUSTIVEIS LTDA; 08.369.237/0001-56;RODOVIA BR 050;S/N;KM 39;SUBURBIO;38442-239;DIESEL S10;12/09/2024;5,69;;R$ / litro;BRANCA
SE;MG;PARACATU;COMERCIAL DE COMBUSTIVEIS PORTAL DE MINAS III LTDA; 09.600.242/0001-90;RODOVIA MARGINAL BR 040;430;;ALTO DO CORREGO;38600-000;DIESEL;10/09/2024;6,19;;R$ / litro;ALE
SE;MG;PARACATU;COMERCIAL DE COMBUSTIVEIS PORTAL DE MINAS III LTDA; 09.600.242/0001-90;RODOVIA MARGINAL BR 040;430;;ALTO DO CORREGO;38600-000;DIESEL S10;10/09/2024;6,26;;R$ / litro;ALE
NE;BA;BARREIRAS;VILA RICA COMBUSTIVEIS LTDA; 10.234.001/0001-54;AVENIDA ALBERTO AMORIM;876;;SAO PEDRO;47810-820;DIESEL;11/09/2024;5,8;;R$ / litro;LARCO
NE;BA;BARREIRAS;VILA RICA COMBUSTIVEIS LTDA; 10.234.001/0001-54;AVENIDA ALBERTO AMORIM;876;;SAO PEDRO;47810-820;DIESEL S10;11/09/2024;5,9;;R$ / litro;LARCO
SE;MG;ALFENAS;EDUARDO AFRANIO JUNQUEIRA; 00.730.081/0003-47;AVENIDA HENRIQUE MUNHOZ GARCIA;200;;JD. FURNAS;37130-000;DIESEL S10;11/09/2024;5,85;;R$ / litro;BRANCA
SE;MG;NOVA LIMA;POSTO DE COMBUSTIVEL RETIRO EIRELI; 10.334.577/0001-93;RUA MIGUEL WARDI;14;;OLARIA;34000-019;DIESEL S10;11/09/2024;6,09;;R$ / litro;ALE
S;SC;SAO JOSE;AUTO POSTO VIADUTO LTDA; 04.308.884/0004-40;AVENIDA JOSUE DI BERNARDI;981;;CAMPINAS;88101-201;GNV;11/09/2024;4,86;;R$ / m³;BRANCA
S;SC;SAO JOSE;AUTO POSTO VIADUTO LTDA; 04.308.884/0004-40;AVENIDA JOSUE DI BERNARDI;981;;CAMPINAS;88101-201;DIESEL S10;11/09/2024;5,96;;R$ / litro;BRANCA
CO;MT;CACERES;RODOMAX COMERCIO DE COMBUSTIVEIS LTDA; 07.860.097/0003-13;RUA GENERAL OZORIO;1931;;CENTRO;78200-000;DIESEL;10/09/2024;5,95;;R$ / litro;BRANCA
CO;MT;CACERES;RODOMAX COMERCIO DE COMBUSTIVEIS LTDA; 07.860.097/0003-13;RUA GENERAL OZORIO;1931;;CENTRO;78200-000;DIESEL S10;10/09/2024;5,99;;R$ / litro;BRANCA
SE;SP;POA;AUTO POSTO SANTO AGOSTINHO LTDA; 10.363.342/0001-20;AVENIDA BRASIL;700;;CALMON VIANA;08561-005;DIESEL S10;09/09/2024;6,09;;R$ / litro;IPIRANGA
NE;BA;VALENCA;IVANILTON ALCANTARA & CIA LTDA - EPP; 09.224.069/0001-73;AVENIDA DENDEZEIROS;S/N;FIM DE ACESSO;GRACA;45400-000;DIESEL;11/09/2024;5,95;;R$ / litro;BRANCA
SE;MG;GOVERNADOR VALADARES;AUTO POSTO BARROS MIRANDA LTDA; 08.767.699/0001-21;AVENIDA DOUTOR RAIMUNDO MONTEIRO REZENDE;4585;;ALTINOPOLIS;35053-680;DIESEL;10/09/2024;5,78;;R$ / litro;VIBRA
SE;SP;ITANHAEM;AUTO POSTO BELAS ARTES LTDA. EPP.; 10.361.443/0001-61;AVENIDA TRINTA E UM DE MARÇO;736;;BELAS ARTES;11740-000;DIESEL S10;09/09/2024;6,09;;R$ / litro;RAIZEN
S;PR;CAMPO MOURAO;AUTO POSTO GARRA LTDA; 09.476.803/0001-91;RODOVIA BR 158;3025;AVELINO PIACENTINI;JD NOSSA SENHORA APARECIDA;87309-650;DIESEL;10/09/2024;5,54;;R$ / litro;STANG
S;PR;CAMPO MOURAO;AUTO POSTO GARRA LTDA; 09.476.803/0001-91;RODOVIA BR 158;3025;AVELINO PIACENTINI;JD NOSSA SENHORA APARECIDA;87309-650;DIESEL S10;10/09/2024;5,59;;R$ / litro;STANG
SE;RJ;SAO GONCALO;AUTO POSTO TASSOS LTDA; 09.638.650/0001-31;AVENIDA HUMBERTO DE ALENCAR CASTELO BRANCO;S/N;LOTE  C;LINDO PARQUE;24420-000;GNV;09/09/2024;4,49;;R$ / m³;BRANCA
SE;RJ;SAO GONCALO;AUTO POSTO TASSOS LTDA; 09.638.650/0001-31;AVENIDA HUMBERTO DE ALENCAR CASTELO BRANCO;S/N;LOTE  C;LINDO PARQUE;24420-000;DIESEL;09/09/2024;6,39;;R$ / litro;BRANCA
SE;MG;MONTES CLAROS;POSTO MOCAO DERIVADOS DE PETROLEO LTDA; 10.288.658/0001-02;AVENIDA DEPUTADO PLINIO RIBEIRO;3515;;JARDIM PALMEIRAS;39402-194;DIESEL;10/09/2024;5,79;;R$ / litro;RAIZEN
SE;MG;MONTES CLAROS;POSTO MOCAO DERIVADOS DE PETROLEO LTDA; 10.288.658/0001-02;AVENIDA DEPUTADO PLINIO RIBEIRO;3515;;JARDIM PALMEIRAS;39402-194;DIESEL S10;10/09/2024;5,89;;R$ / litro;RAIZEN
S;RS;PASSO FUNDO;COMERCIO DE COMBUSTIVEIS NV LTDA; 10.269.693/0001-76;AVENIDA PRESIDENTE VARGAS;643;;VILA ARAUJO;99070-000;DIESEL S10;10/09/2024;5,84;;R$ / litro;MAXSUL
SE;MG;MONTES CLAROS;POSTO V E M DERIVADOS DE PETROLEO LTDA; 10.422.778/0001-42;AVENIDA IPANEMA;216;;EDGAR PEREIRA;39400-194;DIESEL;10/09/2024;5,82;;R$ / litro;RAIZEN
NE;BA;BARREIRAS;POSTO TURBINAS LTDA; 09.263.502/0001-80;RUA PAULO AFONSO;1511;;BARREIRINHAS;47810-608;DIESEL S10;11/09/2024;6,29;;R$ / litro;ALE
NE;PE;GARANHUNS;GARCIL GARANHUNS MATERIAL DE CONSTRUÇÃO LTDA.; 09.446.825/0001-09;AV. DUQUE DE CAXIAS;286;ANEXO 01;HELIOPOLIS;55298-100;DIESEL S10;11/09/2024;5,68;;R$ / litro;IPIRANGA
SE;ES;LINHARES;AUTO POSTO LINHARES LTDA; 10.331.576/0001-95;AVENIDA JOSE TESCH;657;;SHELL;29901-500;DIESEL;10/09/2024;5,89;;R$ / litro;IPIRANGA
SE;ES;LINHARES;AUTO POSTO LINHARES LTDA; 10.331.576/0001-95;AVENIDA JOSE TESCH;657;;SHELL;29901-500;DIESEL S10;10/09/2024;5,99;;R$ / litro;IPIRANGA
SE;SP;VOTUPORANGA;COMERCIAL DE COMBUSTIVEIS VOTUPORANGA LTDA.; 10.303.275/0001-58;AVENIDA JOSE MARAO FILHO;5,606;;JARDIM YOLANDA;15502-045;DIESEL S10;10/09/2024;5,99;;R$ / litro;IPIRANGA
SE;SP;MATAO;AUTO POSTO 13 LTDA; 05.991.685/0001-07;RUA OTONE CORREA;1672;;BAIRRO ALTO;15997-126;DIESEL;09/09/2024;5,59;;R$ / litro;BRANCA
SE;SP;MATAO;AUTO POSTO 13 LTDA; 05.991.685/0001-07;RUA OTONE CORREA;1672;;BAIRRO ALTO;15997-126;DIESEL S10;09/09/2024;5,69;;R$ / litro;BRANCA
SE;RJ;PETROPOLIS;AUTO POSTO NGF LTDA; 10.203.445/0001-22;ESTRADA UNIAO E INDUSTRIA;3031;POSTO;CORREAS;25720-110;DIESEL S10;09/09/2024;5,89;;R$ / litro;BRANCA
S;PR;PARANAVAI;S R MEURER COMERCIO DE COMBUSTIVEIS LTDA; 09.492.742/0001-56;RUA MANOEL RIBAS;1770;ESQ. EDSON MARTINS;CENTRO;87704-000;DIESEL S10;12/09/2024;6,09;;R$ / litro;BRANCA
SE;SP;SAO CARLOS;POSTO PANTANAL BORBA GATO LTDA - ME; 09.561.664/0001-02;AVENIDA GETULIO VARGAS;60;;VILA LUTFALLA;13570-390;DIESEL;10/09/2024;5,94;;R$ / litro;RAIZEN
SE;SP;SAO CARLOS;POSTO PANTANAL BORBA GATO LTDA - ME; 09.561.664/0001-02;AVENIDA GETULIO VARGAS;60;;VILA LUTFALLA;13570-390;DIESEL S10;10/09/2024;6,04;;R$ / litro;RAIZEN
NE;MA;SAO LUIS;R. T. DE LIMA; 05.754.697/0001-00;ESTRADA DO ITAPIRACO/ AVN JOAQUIM MOCH;16;"QUADRA: 27;LOTE: 16;";PARQUE AURORA;65050-280;DIESEL S10;10/09/2024;5,69;;R$ / litro;BRANCA
SE;MG;PATROCINIO;AUTO POSTO ECONOMICO LTDA; 09.573.096/0001-51;AVENIDA FARIA PEREIRA;95;;NACOES;38740-001;DIESEL;10/09/2024;6,29;;R$ / litro;RIO BRANCO
SE;MG;PATROCINIO;AUTO POSTO ECONOMICO LTDA; 09.573.096/0001-51;AVENIDA FARIA PEREIRA;95;;NACOES;38740-001;DIESEL S10;10/09/2024;6,39;;R$ / litro;RIO BRANCO
SE;RJ;BELFORD ROXO;AUTO POSTO SANTORINI LTDA.; 09.633.734/0001-82;RODOVIA PRESIDENTE DUTRA;10726;;ROCHA SOBRINHO;26130-250;GNV;10/09/2024;4,69;;R$ / m³;RAIZEN
SE;RJ;BELFORD ROXO;AUTO POSTO SANTORINI LTDA.; 09.633.734/0001-82;RODOVIA PRESIDENTE DUTRA;10726;;ROCHA SOBRINHO;26130-250;DIESEL S10;10/09/2024;5,79;;R$ / litro;RAIZEN
NE;MA;SAO LUIS;POSTO JOTA EME LTDA; 08.723.425/0001-30;AVENIDA JERONIMO DE ALBUQUERQUE MARANHAO;16;;BEQUIMAO;65060-645;DIESEL S10;11/09/2024;5,59;;R$ / litro;BRANCA
SE;SP;CAMPINAS;AUTO POSTO NENINHA BEMBA LTDA; 08.712.167/0001-97;AVENIDA DAS AMOREIRAS;2030;;PARQUE INDUSTRIAL;13031-435;DIESEL;10/09/2024;6,35;;R$ / litro;IPIRANGA
SE;SP;CAMPINAS;AUTO POSTO NENINHA BEMBA LTDA; 08.712.167/0001-97;AVENIDA DAS AMOREIRAS;2030;;PARQUE INDUSTRIAL;13031-435;DIESEL S10;10/09/2024;6,39;;R$ / litro;IPIRANGA
NE;BA;JUAZEIRO;AUTO POSTO LORENA LTDA; 10.306.350/0001-34;AVENIDA JOAO DURVAL CARNEIRO;SN;POSTO DE COMBUSTIVEL;CASTELO BRANCO;48906-510;DIESEL;11/09/2024;6;;R$ / litro;BRANCA
NE;BA;JUAZEIRO;AUTO POSTO LORENA LTDA; 10.306.350/0001-34;AVENIDA JOAO DURVAL CARNEIRO;SN;POSTO DE COMBUSTIVEL;CASTELO BRANCO;48906-510;DIESEL S10;11/09/2024;6,1;;R$ / litro;BRANCA
S;PR;LONDRINA;STARCOM COMERCIO DE COMBUSTIVEIS LTDA; 09.262.475/0001-20;AVENIDA TIRADENTES;1592;;RODOCENTRO;86071-000;DIESEL S10;10/09/2024;6,03;;R$ / litro;IPIRANGA
N;TO;ARAGUAINA;TOCA DA ONCA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 06.333.164/0001-17;AVENIDA FILADELFIA;1886;LT-01 DA QD-01;JARDIM ITATIAIA;77813-410;DIESEL;10/09/2024;6,03;;R$ / litro;VIBRA
N;TO;ARAGUAINA;TOCA DA ONCA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 06.333.164/0001-17;AVENIDA FILADELFIA;1886;LT-01 DA QD-01;JARDIM ITATIAIA;77813-410;DIESEL S10;10/09/2024;6,19;;R$ / litro;VIBRA
SE;SP;ITAQUAQUECETUBA;G.A.P. POSTO DE SERVICOS LTDA; 10.444.611/0001-82;ESTRADA DO MANDI;1100;GLEBA 3B1;MANDI;08596-000;DIESEL;10/09/2024;5,89;;R$ / litro;IPIRANGA
SE;SP;ITAQUAQUECETUBA;G.A.P. POSTO DE SERVICOS LTDA; 10.444.611/0001-82;ESTRADA DO MANDI;1100;GLEBA 3B1;MANDI;08596-000;DIESEL S10;10/09/2024;5,99;;R$ / litro;IPIRANGA
N;AM;MANAUS;AUTO POSTO CIRCULAR LTDA; 09.480.715/0001-63;AVENIDA ARQ. JOSE B. RODRIGUES;17;QUADRAAF                  LOTE  13, 15, 17, 20;SANTA ETELVINA;69015-615;DIESEL;11/09/2024;5,95;;R$ / litro;EQUADOR
SE;MG;UBERABA;AUTO POSTO SILVAO LTDA; 05.306.929/0001-67;AVENIDA ALEXANDRE BARBOSA;630;;MERCES;38060-200;DIESEL S10;12/09/2024;5,79;;R$ / litro;BRANCA
NE;CE;IGUATU;AUTO POSTO ICAVEL LTDA; 05.024.942/0002-04;RUA DEOCLECIO LIMA VERDE;37;;AREIAS;63500-005;DIESEL S10;09/09/2024;6,19;;R$ / litro;BRANCA
SE;RJ;DUQUE DE CAXIAS;AUTO POSTO REDE ENERGIA UM LTDA; 09.036.231/0001-20;RODOVIA WASHINGTON LUIZ,;14040;KM    110,2;CHACARAS RIO PETRPOLIS;25230-005;GNV;10/09/2024;4,68;;R$ / m³;BRANCA
SE;RJ;DUQUE DE CAXIAS;AUTO POSTO REDE ENERGIA UM LTDA; 09.036.231/0001-20;RODOVIA WASHINGTON LUIZ,;14040;KM    110,2;CHACARAS RIO PETRPOLIS;25230-005;DIESEL;10/09/2024;6,09;;R$ / litro;BRANCA
SE;RJ;DUQUE DE CAXIAS;AUTO POSTO REDE ENERGIA UM LTDA; 09.036.231/0001-20;RODOVIA WASHINGTON LUIZ,;14040;KM    110,2;CHACARAS RIO PETRPOLIS;25230-005;DIESEL S10;10/09/2024;6,19;;R$ / litro;BRANCA
SE;RJ;SAO GONCALO;POSTO DE GASOLINA SANTA LUZIA LTDA; 10.264.009/0001-63;AVENIDA SANTA LUZIA;190;;SANTA LUZIA;24722-315;DIESEL;09/09/2024;5,79;;R$ / litro;IPIRANGA
SE;RJ;SAO GONCALO;POSTO DE GASOLINA SANTA LUZIA LTDA; 10.264.009/0001-63;AVENIDA SANTA LUZIA;190;;SANTA LUZIA;24722-315;DIESEL S10;09/09/2024;5,89;;R$ / litro;IPIRANGA
SE;ES;LINHARES;AUTO POSTO E SERVICOS BNH LTDA; 07.584.368/0001-93;AVENIDA PRESIDENTE CAFE FILHO;SN;QUADRA 351-A;NOVO HORIZONTE;29902-400;DIESEL;10/09/2024;5,76;;R$ / litro;RAIZEN
SE;ES;LINHARES;AUTO POSTO E SERVICOS BNH LTDA; 07.584.368/0001-93;AVENIDA PRESIDENTE CAFE FILHO;SN;QUADRA 351-A;NOVO HORIZONTE;29902-400;DIESEL S10;10/09/2024;5,95;;R$ / litro;RAIZEN
SE;MG;MURIAE;AUTO POSTO DORNELAS LTDA; 03.285.009/0002-65;RUA JOSE BORGES ABRANTES;33;;CENTRO;36880-063;DIESEL S10;10/09/2024;5,95;;R$ / litro;IPIRANGA
S;SC;CHAPECO;AUTO POSTO GALLI LTDA; 08.981.807/0001-64;AVENIDA NEREU RAMOS;820;D;CENTRO;89812-110;DIESEL S10;09/09/2024;5,74;;R$ / litro;BRANCA
NE;SE;LAGARTO;POSTO J MACARIO III LTDA; 08.704.841/0001-91;AVENIDA DEIJANIRO JONAS;2710;;CIDADE NOVA;49400-000;DIESEL;09/09/2024;5,7;;R$ / litro;BRANCA
NE;SE;LAGARTO;POSTO J MACARIO III LTDA; 08.704.841/0001-91;AVENIDA DEIJANIRO JONAS;2710;;CIDADE NOVA;49400-000;DIESEL S10;09/09/2024;5,8;;R$ / litro;BRANCA
SE;MG;MONTES CLAROS;AUTO POSTO AMIL LTDA; 08.574.321/0001-01;AVENIDA JOAO XXIII;470;;EDGAR PEREIRA;39400-162;DIESEL S10;10/09/2024;5,77;;R$ / litro;IPIRANGA
SE;SP;DIADEMA;POSTO DE SERVICOS 1991 LTDA.; 10.308.272/0001-07;AVENIDA ANTONIO PIRANGA;1991;;CANHEMA;09942-000;DIESEL S10;09/09/2024;6,49;;R$ / litro;IPIRANGA
S;PR;ARAPONGAS;AUTO POSTO PADRAO LTDA; 10.321.549/0001-31;RUA GRALHA AZUL;282;;VILA EDIO;86705-270;DIESEL;11/09/2024;5,69;;R$ / litro;BRANCA
S;PR;ARAPONGAS;AUTO POSTO PADRAO LTDA; 10.321.549/0001-31;RUA GRALHA AZUL;282;;VILA EDIO;86705-270;DIESEL S10;11/09/2024;5,75;;R$ / litro;BRANCA
S;PR;MARINGA;POSTO ALDO MARINGA LTDA; 09.428.424/0001-26;RODOVIA PR-317;5088;;GLEBA RIBEIRAO PINGUIM;87065-011;DIESEL;10/09/2024;5,71;;R$ / litro;BRANCA
S;PR;MARINGA;POSTO ALDO MARINGA LTDA; 09.428.424/0001-26;RODOVIA PR-317;5088;;GLEBA RIBEIRAO PINGUIM;87065-011;DIESEL S10;10/09/2024;5,74;;R$ / litro;BRANCA
SE;MG;JOAO MONLEVADE;OSVALDO JORGE E CIA LTDA - ME; 09.396.223/0001-94;AVENIDA GETULIO VARGAS;2985;;BELMONTE;35930-293;DIESEL S10;09/09/2024;5,76;;R$ / litro;BRANCA
S;PR;APUCARANA;M C S F COMBUSTIVEIS LTDA; 09.620.780/0001-47;AVENIDA MINAS GERAIS;2191;;VILA NOVA;86804-000;DIESEL;10/09/2024;6,28;;R$ / litro;BRANCA
S;PR;APUCARANA;M C S F COMBUSTIVEIS LTDA; 09.620.780/0001-47;AVENIDA MINAS GERAIS;2191;;VILA NOVA;86804-000;DIESEL S10;10/09/2024;6,29;;R$ / litro;BRANCA
SE;RJ;DUQUE DE CAXIAS;JJP 88 POSTO DE ABASTECIMENTO E AUTO SERVIÇO LTDA.; 01.783.666/0001-26;ALAMEDA SANTA  ALICE;88;LT. 12 A;VILA SANTA ALICE;25250-140;GNV;10/09/2024;4,89;;R$ / m³;BRANCA
SE;RJ;DUQUE DE CAXIAS;JJP 88 POSTO DE ABASTECIMENTO E AUTO SERVIÇO LTDA.; 01.783.666/0001-26;ALAMEDA SANTA  ALICE;88;LT. 12 A;VILA SANTA ALICE;25250-140;DIESEL;10/09/2024;5,94;;R$ / litro;BRANCA
SE;RJ;DUQUE DE CAXIAS;JJP 88 POSTO DE ABASTECIMENTO E AUTO SERVIÇO LTDA.; 01.783.666/0001-26;ALAMEDA SANTA  ALICE;88;LT. 12 A;VILA SANTA ALICE;25250-140;DIESEL S10;10/09/2024;6,09;;R$ / litro;BRANCA
NE;BA;SALVADOR;SA NACIONAL DE VEICULOS LTDA; 15.226.699/0005-03;AVENIDA MARIO LEAL FERREIRA;920;;BROTAS;40285-600;DIESEL S10;10/09/2024;6,39;;R$ / litro;VIBRA
SE;RJ;MARICA;REDE OSORIO'S DE MARICA COMERCIO DE GAS NATURAL COMPRIMIDO LTDA; 09.547.694/0001-56;RUA JOSE BARBOSA DA CUNHA;S/N;LOTE  01,02,12;ITAPEBA;24912-350;GNV;12/09/2024;5,99;;R$ / m³;IPIRANGA
SE;MG;CONGONHAS;POSTO CIRCUITO DO OURO LTDA; 08.223.318/0001-43;RUA SANTO ANTONIO;319;;PRAIA;36415-000;DIESEL;11/09/2024;5,94;;R$ / litro;RAIZEN
SE;SP;DIADEMA;CENTRO AUTOMOTIVO CAHEMA LTDA; 10.276.028/0001-00;AVENIDA DOM JOAO VI;296;;TABOAO;09940-150;DIESEL S10;09/09/2024;5,64;;R$ / litro;BRANCA
SE;SP;BEBEDOURO;AUTO POSTO CENTENARIO BEBEDOURO LTDA.; 09.648.159/0001-91;AVENIDA PREFEITO EDNER JOSE PIFFER;620;;RESIDENCIAL CENTENARIO;14711-581;DIESEL S10;11/09/2024;6,19;;R$ / litro;IPIRANGA
S;PR;CAMBE;B. R. A COMÉRCIO DE COMBUSTÍVEIS LTDA.; 09.577.621/0001-07;RODOVIA MELO PEIXOTO BR-369;S/N;KM 163;PERÍMETRO URBANO;86192-170;DIESEL S10;10/09/2024;6,39;;R$ / litro;IPIRANGA
CO;GO;ANAPOLIS;AUTO POSTO MASUT IX LTDA; 10.384.624/0001-03;AVENIDA JK;2852;;JK NOVA CAPITAL;75105-080;DIESEL;10/09/2024;5,89;;R$ / litro;MASUT DISTRIBUIDORA
CO;GO;ANAPOLIS;AUTO POSTO MASUT IX LTDA; 10.384.624/0001-03;AVENIDA JK;2852;;JK NOVA CAPITAL;75105-080;DIESEL S10;10/09/2024;5,99;;R$ / litro;MASUT DISTRIBUIDORA
N;AP;SANTANA;AEROPOSTO COMBUSTIVEIS AUTOMOTIVOS LTDA; 08.580.311/0001-89;RUA CAPITAO EUCLIDES RODRIGUES;115;;CENTRAL;68925-192;DIESEL;12/09/2024;6,45;;R$ / litro;VIBRA
N;AP;SANTANA;AEROPOSTO COMBUSTIVEIS AUTOMOTIVOS LTDA; 08.580.311/0001-89;RUA CAPITAO EUCLIDES RODRIGUES;115;;CENTRAL;68925-192;DIESEL S10;12/09/2024;6,51;;R$ / litro;VIBRA
NE;AL;RIO LARGO;SAN LORENZZO COMERCIO E DISTRIBUICAO DE COMBUSTIVEIS LTDA; 09.178.530/0001-07;LOTEAMENTO PALMARES;S/N;;TABULEIRO DO PINTO;57100-000;DIESEL S10;09/09/2024;5,86;;R$ / litro;BRANCA
SE;SP;PRAIA GRANDE;AUTO POSTO VILA ANTARTICA LTDA; 10.497.104/0001-07;AVENIDA MINISTRO MARCOS FREIRE;S/N;QUADRAN DO LOTE 01;VILA ANTARTICA;11721-000;DIESEL S10;09/09/2024;5,99;;R$ / litro;BRANCA
NE;BA;EUNAPOLIS;AUTO POSTO DESEJO LTDA.; 09.622.438/0001-86;AVENIDA DAVID JONAS FADINI;2798;;JUCA ROSA;45823-431;DIESEL;09/09/2024;6,19;;R$ / litro;BRANCA
NE;BA;EUNAPOLIS;AUTO POSTO DESEJO LTDA.; 09.622.438/0001-86;AVENIDA DAVID JONAS FADINI;2798;;JUCA ROSA;45823-431;DIESEL S10;09/09/2024;6,29;;R$ / litro;BRANCA
