Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;BA;TEIXEIRA DE FREITAS;DERIVADOS DE PETROLEO GEF LTDA; 32.677.890/0001-67;AVENIDA PRESIDENTE GETULIO VARGAS;3,861;;SAO LOURENCO;45992-000;GASOLINA;11/09/2024;6,54;;R$ / litro;BRANCA
NE;BA;TEIXEIRA DE FREITAS;DERIVADOS DE PETROLEO GEF LTDA; 32.677.890/0001-67;AVENIDA PRESIDENTE GETULIO VARGAS;3,861;;SAO LOURENCO;45992-000;GASOLINA ADITIVADA;11/09/2024;6,54;;R$ / litro;BRANCA
NE;BA;TEIXEIRA DE FREITAS;DERIVADOS DE PETROLEO GEF LTDA; 32.677.890/0001-67;AVENIDA PRESIDENTE GETULIO VARGAS;3,861;;SAO LOURENCO;45992-000;ETANOL;11/09/2024;4,59;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CÂMARA & PESSOA COMERCIAL LTDA; 03.037.449/0001-12;AVENIDA AMÉRICO BARREIRA;4855;0;BELA VISTA;60442-801;GASOLINA;09/09/2024;5,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CÂMARA & PESSOA COMERCIAL LTDA; 03.037.449/0001-12;AVENIDA AMÉRICO BARREIRA;4855;0;BELA VISTA;60442-801;ETANOL;09/09/2024;4,72;;R$ / litro;BRANCA
NE;CE;FORTALEZA;J A PONTES; 06.915.862/0002-01;AVENIDA OSCAR ARARIPE;3130;;GRANJA LISBOA;60540-440;GASOLINA;09/09/2024;5,98;;R$ / litro;SP
NE;CE;FORTALEZA;J A PONTES; 06.915.862/0002-01;AVENIDA OSCAR ARARIPE;3130;;GRANJA LISBOA;60540-440;ETANOL;09/09/2024;4,99;;R$ / litro;SP
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0006-20;AVENIDA CASTELO DE CASTRO;262;ANTIGA RUA DIADEMA;JANGURUSSU;60866-680;GASOLINA;10/09/2024;5,68;;R$ / litro;SP
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0006-20;AVENIDA CASTELO DE CASTRO;262;ANTIGA RUA DIADEMA;JANGURUSSU;60866-680;GASOLINA ADITIVADA;10/09/2024;5,75;;R$ / litro;SP
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0006-20;AVENIDA CASTELO DE CASTRO;262;ANTIGA RUA DIADEMA;JANGURUSSU;60866-680;ETANOL;10/09/2024;5,15;;R$ / litro;SP
NE;CE;FORTALEZA;ALMEIDA CHAVES COMERCIAL DE PETROLEO LTDA; 06.912.319/0001-70;RUA CONEGO DE CASTRO;6041;;PARQUE SANTA ROSA;60763-003;GASOLINA;09/09/2024;5,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;ALMEIDA CHAVES COMERCIAL DE PETROLEO LTDA; 06.912.319/0001-70;RUA CONEGO DE CASTRO;6041;;PARQUE SANTA ROSA;60763-003;GASOLINA ADITIVADA;09/09/2024;6,29;;R$ / litro;VIBRA
NE;CE;FORTALEZA;ALMEIDA CHAVES COMERCIAL DE PETROLEO LTDA; 06.912.319/0001-70;RUA CONEGO DE CASTRO;6041;;PARQUE SANTA ROSA;60763-003;ETANOL;09/09/2024;4,89;;R$ / litro;VIBRA
NE;CE;FORTALEZA;MARTE PETROLEO LTDA.; 05.217.875/0001-63;AVENIDA FRANCISCO SA;5478;;CARLITO PAMPLONA;60310-000;GASOLINA;09/09/2024;6,19;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;MARTE PETROLEO LTDA.; 05.217.875/0001-63;AVENIDA FRANCISCO SA;5478;;CARLITO PAMPLONA;60310-000;GASOLINA ADITIVADA;09/09/2024;6,55;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;MARTE PETROLEO LTDA.; 05.217.875/0001-63;AVENIDA FRANCISCO SA;5478;;CARLITO PAMPLONA;60310-000;ETANOL;09/09/2024;5,25;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;COMERCIAL SUPER DE DERIVADOS DE PETRÓLEO LTDA; 05.916.454/0001-20;RUA HERIBALDO COSTA;450;;HENRIQUE JORGE;60525-190;GASOLINA;09/09/2024;5,99;;R$ / litro;ALE
NE;CE;FORTALEZA;COMERCIAL SUPER DE DERIVADOS DE PETRÓLEO LTDA; 05.916.454/0001-20;RUA HERIBALDO COSTA;450;;HENRIQUE JORGE;60525-190;GASOLINA ADITIVADA;09/09/2024;5,99;;R$ / litro;ALE
NE;CE;FORTALEZA;COMERCIAL SUPER DE DERIVADOS DE PETRÓLEO LTDA; 05.916.454/0001-20;RUA HERIBALDO COSTA;450;;HENRIQUE JORGE;60525-190;ETANOL;09/09/2024;4,97;;R$ / litro;ALE
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0003-88;AVENIDA CASTELO CASTRO;459;;JANGURUSSU;60866-681;GASOLINA;10/09/2024;5,78;;R$ / litro;SP
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0003-88;AVENIDA CASTELO CASTRO;459;;JANGURUSSU;60866-681;ETANOL;10/09/2024;4,99;;R$ / litro;SP
NE;CE;FORTALEZA;GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA; 04.436.076/0001-15;AVENIDA JORNALISTA TOMAZ COELHO;1878;;JANGURUSSU/MESSEJANA;60864-810;GASOLINA;10/09/2024;5,87;;R$ / litro;VIBRA
NE;CE;FORTALEZA;GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA; 04.436.076/0001-15;AVENIDA JORNALISTA TOMAZ COELHO;1878;;JANGURUSSU/MESSEJANA;60864-810;GASOLINA ADITIVADA;10/09/2024;6,39;;R$ / litro;VIBRA
NE;CE;FORTALEZA;GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA; 04.436.076/0001-15;AVENIDA JORNALISTA TOMAZ COELHO;1878;;JANGURUSSU/MESSEJANA;60864-810;ETANOL;10/09/2024;4,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;LB - REVENDEDORA DE PETROLEO LTDA; 05.490.772/0001-72;AVENIDA CORONEL CARVALHO;1557;;JARDIM IRACEMA;60341-641;GASOLINA;09/09/2024;6,79;;R$ / litro;VIBRA
NE;CE;FORTALEZA;LB - REVENDEDORA DE PETROLEO LTDA; 05.490.772/0001-72;AVENIDA CORONEL CARVALHO;1557;;JARDIM IRACEMA;60341-641;ETANOL;09/09/2024;5,29;;R$ / litro;VIBRA
NE;CE;FORTALEZA;P 13 COMERCIO DE DERIVADOS DE PETROLEO LTDA; 05.331.201/0001-95;RUA.OSCAR ARARIPE,390;S/N;;BOM JARDIM;60540-440;GASOLINA;09/09/2024;5,99;;R$ / litro;ALE
NE;CE;FORTALEZA;P 13 COMERCIO DE DERIVADOS DE PETROLEO LTDA; 05.331.201/0001-95;RUA.OSCAR ARARIPE,390;S/N;;BOM JARDIM;60540-440;ETANOL;09/09/2024;4,99;;R$ / litro;ALE
NE;CE;FORTALEZA;ACOPEL - AMERICO COMERCIAL DE PETROLEO LTDA; 04.196.165/0002-12;AVENIDA BARÃO STUDART;2936;;ALDEODA;60120-002;GASOLINA;10/09/2024;5,97;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;ACOPEL - AMERICO COMERCIAL DE PETROLEO LTDA; 04.196.165/0002-12;AVENIDA BARÃO STUDART;2936;;ALDEODA;60120-002;GASOLINA ADITIVADA;10/09/2024;6,07;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;ACOPEL - AMERICO COMERCIAL DE PETROLEO LTDA; 04.196.165/0002-12;AVENIDA BARÃO STUDART;2936;;ALDEODA;60120-002;ETANOL;10/09/2024;4,87;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;UNIVERSO PETRÓLEO LTDA; 04.833.441/0001-25;AVENIDA VISCONDE DO RIO BRANCO;3675;;JOAQUIM TAVORA;60055-172;GASOLINA;10/09/2024;5,69;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;UNIVERSO PETRÓLEO LTDA; 04.833.441/0001-25;AVENIDA VISCONDE DO RIO BRANCO;3675;;JOAQUIM TAVORA;60055-172;GASOLINA ADITIVADA;10/09/2024;5,79;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;UNIVERSO PETRÓLEO LTDA; 04.833.441/0001-25;AVENIDA VISCONDE DO RIO BRANCO;3675;;JOAQUIM TAVORA;60055-172;ETANOL;10/09/2024;4,59;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;AUTO POSTO TIGRAO LTDA; 06.816.300/0001-20;RODOVIA BR 116 KM 12;2928;;PARQUE SANTA MARIA;60191-070;GASOLINA;10/09/2024;5,69;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;AUTO POSTO TIGRAO LTDA; 06.816.300/0001-20;RODOVIA BR 116 KM 12;2928;;PARQUE SANTA MARIA;60191-070;GASOLINA ADITIVADA;10/09/2024;6,29;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;AUTO POSTO TIGRAO LTDA; 06.816.300/0001-20;RODOVIA BR 116 KM 12;2928;;PARQUE SANTA MARIA;60191-070;ETANOL;10/09/2024;5,29;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;H M A COMERCIAL DE COMBUSTIVEIS LTDA; 01.564.759/0001-60;RUA PROF GOMES BRASIL;475;;PARANGABA;60720-150;GASOLINA;09/09/2024;5,99;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;H M A COMERCIAL DE COMBUSTIVEIS LTDA; 01.564.759/0001-60;RUA PROF GOMES BRASIL;475;;PARANGABA;60720-150;GASOLINA ADITIVADA;09/09/2024;6,09;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;H M A COMERCIAL DE COMBUSTIVEIS LTDA; 01.564.759/0001-60;RUA PROF GOMES BRASIL;475;;PARANGABA;60720-150;ETANOL;09/09/2024;4,99;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;SOUZA COMÉRCIO DE PETRÓLEO E SERVIÇOS LTDA; 04.078.953/0001-23;AVENIDA PONTES VIEIRA;2250;0;DIONISIO TORRES;60130-240;GASOLINA;10/09/2024;5,77;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;SOUZA COMÉRCIO DE PETRÓLEO E SERVIÇOS LTDA; 04.078.953/0001-23;AVENIDA PONTES VIEIRA;2250;0;DIONISIO TORRES;60130-240;GASOLINA ADITIVADA;10/09/2024;6,29;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;SOUZA COMÉRCIO DE PETRÓLEO E SERVIÇOS LTDA; 04.078.953/0001-23;AVENIDA PONTES VIEIRA;2250;0;DIONISIO TORRES;60130-240;ETANOL;10/09/2024;4,88;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;J & L COMERCIO DE DERIVADOS DE PETROLEO LTDA; 00.192.116/0001-70;AVENIDA DEPUTADO OSWALDO STUDART;888;A;FATIMA;60411-260;GASOLINA;10/09/2024;6,19;;R$ / litro;VIBRA
NE;CE;FORTALEZA;J & L COMERCIO DE DERIVADOS DE PETROLEO LTDA; 00.192.116/0001-70;AVENIDA DEPUTADO OSWALDO STUDART;888;A;FATIMA;60411-260;GASOLINA ADITIVADA;10/09/2024;6,19;;R$ / litro;VIBRA
NE;CE;FORTALEZA;J & L COMERCIO DE DERIVADOS DE PETROLEO LTDA; 00.192.116/0001-70;AVENIDA DEPUTADO OSWALDO STUDART;888;A;FATIMA;60411-260;ETANOL;10/09/2024;4,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;SERVI POSTO CAPRI LTDA; 05.875.737/0001-71;RUA BARAO DE ARATANHA;1344;;FATIMA;60050-071;GASOLINA;10/09/2024;5,67;;R$ / litro;BRANCA
NE;CE;FORTALEZA;SERVI POSTO CAPRI LTDA; 05.875.737/0001-71;RUA BARAO DE ARATANHA;1344;;FATIMA;60050-071;GASOLINA ADITIVADA;10/09/2024;5,79;;R$ / litro;BRANCA
NE;CE;FORTALEZA;SERVI POSTO CAPRI LTDA; 05.875.737/0001-71;RUA BARAO DE ARATANHA;1344;;FATIMA;60050-071;ETANOL;10/09/2024;4,65;;R$ / litro;BRANCA
NE;CE;FORTALEZA;POSTO  MORRO DO  OURO LTDA; 05.369.087/0001-92;RUA CORONEL CARNEIRO DA CUNHA;503;0;MONTE CASTELO;60010-470;GASOLINA;09/09/2024;5,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;POSTO  MORRO DO  OURO LTDA; 05.369.087/0001-92;RUA CORONEL CARNEIRO DA CUNHA;503;0;MONTE CASTELO;60010-470;GASOLINA ADITIVADA;09/09/2024;6,69;;R$ / litro;VIBRA
NE;CE;FORTALEZA;POSTO  MORRO DO  OURO LTDA; 05.369.087/0001-92;RUA CORONEL CARNEIRO DA CUNHA;503;0;MONTE CASTELO;60010-470;ETANOL;09/09/2024;5,29;;R$ / litro;VIBRA
NE;CE;FORTALEZA;JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 05.352.158/0003-06;AVENIDA ALBERTO CRAVEIRO;494;;CASTELAO;60860-000;GASOLINA;10/09/2024;5,69;;R$ / litro;VIBRA
NE;CE;FORTALEZA;JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 05.352.158/0003-06;AVENIDA ALBERTO CRAVEIRO;494;;CASTELAO;60860-000;GASOLINA ADITIVADA;10/09/2024;5,89;;R$ / litro;VIBRA
NE;CE;FORTALEZA;JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 05.352.158/0003-06;AVENIDA ALBERTO CRAVEIRO;494;;CASTELAO;60860-000;ETANOL;10/09/2024;4,89;;R$ / litro;VIBRA
NE;CE;FORTALEZA;JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 05.352.158/0002-25;AVENIDA VALDIR DIOGO;700;;PARQUE SANTO ANTONIO;60191-070;GASOLINA;09/09/2024;5,77;;R$ / litro;BRANCA
NE;CE;FORTALEZA;JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 05.352.158/0002-25;AVENIDA VALDIR DIOGO;700;;PARQUE SANTO ANTONIO;60191-070;GASOLINA ADITIVADA;09/09/2024;5,79;;R$ / litro;BRANCA
NE;CE;FORTALEZA;JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 05.352.158/0002-25;AVENIDA VALDIR DIOGO;700;;PARQUE SANTO ANTONIO;60191-070;ETANOL;09/09/2024;4,79;;R$ / litro;BRANCA
NE;CE;FORTALEZA;D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA; 05.063.200/0001-07;RUA PROF HERIBALDO COSTA;1590;;JOAO XXIII;60525-190;GASOLINA;09/09/2024;5,96;;R$ / litro;BRANCA
NE;CE;FORTALEZA;D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA; 05.063.200/0001-07;RUA PROF HERIBALDO COSTA;1590;;JOAO XXIII;60525-190;GASOLINA ADITIVADA;09/09/2024;6,01;;R$ / litro;BRANCA
NE;CE;FORTALEZA;D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA; 05.063.200/0001-07;RUA PROF HERIBALDO COSTA;1590;;JOAO XXIII;60525-190;ETANOL;09/09/2024;4,98;;R$ / litro;BRANCA
NE;CE;FORTALEZA;M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA; 04.934.167/0001-80;AV.GODOFREDO MACIEL;6380;;MONDUBIM;60762-120;GASOLINA;10/09/2024;5,89;;R$ / litro;SP
NE;CE;FORTALEZA;M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA; 04.934.167/0001-80;AV.GODOFREDO MACIEL;6380;;MONDUBIM;60762-120;GASOLINA ADITIVADA;10/09/2024;5,98;;R$ / litro;SP
NE;CE;FORTALEZA;M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA; 04.934.167/0001-80;AV.GODOFREDO MACIEL;6380;;MONDUBIM;60762-120;ETANOL;10/09/2024;4,95;;R$ / litro;SP
NE;CE;FORTALEZA;POSTO NOSSA SENHORA DA PENHA LTDA; 04.320.821/0001-66;AVENIDA GAL OSORIO DE PAIVA;1851;;VIL PERY;60720-001;GASOLINA;09/09/2024;5,97;;R$ / litro;VIBRA
NE;CE;FORTALEZA;POSTO NOSSA SENHORA DA PENHA LTDA; 04.320.821/0001-66;AVENIDA GAL OSORIO DE PAIVA;1851;;VIL PERY;60720-001;GASOLINA ADITIVADA;09/09/2024;6,07;;R$ / litro;VIBRA
NE;CE;FORTALEZA;POSTO NOSSA SENHORA DA PENHA LTDA; 04.320.821/0001-66;AVENIDA GAL OSORIO DE PAIVA;1851;;VIL PERY;60720-001;ETANOL;09/09/2024;4,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;HN COMERCIAL DE PETROLEO LTDA; 04.138.490/0001-48;AVENIDA 13 DE MAIO;980;;BAIRRO DE FATIMA;60040-531;GASOLINA;10/09/2024;6,25;;R$ / litro;BRANCA
NE;CE;FORTALEZA;HN COMERCIAL DE PETROLEO LTDA; 04.138.490/0001-48;AVENIDA 13 DE MAIO;980;;BAIRRO DE FATIMA;60040-531;GASOLINA ADITIVADA;10/09/2024;6,35;;R$ / litro;BRANCA
NE;CE;FORTALEZA;HN COMERCIAL DE PETROLEO LTDA; 04.138.490/0001-48;AVENIDA 13 DE MAIO;980;;BAIRRO DE FATIMA;60040-531;ETANOL;10/09/2024;4,99;;R$ / litro;BRANCA
NE;RN;NATAL;QUIRINO E SOUZA COMERCIO DE PETROLEO E SERVICOS LTDA; 04.065.360/0001-22;AVENIDA GOVERNADOR TARCISIO DE VASCONCELOS MAIA;2038;LOTE  17                  QUADRA50;CANDELARIA;59066-035;GASOLINA;10/09/2024;6,29;;R$ / litro;VIBRA
NE;RN;NATAL;QUIRINO E SOUZA COMERCIO DE PETROLEO E SERVICOS LTDA; 04.065.360/0001-22;AVENIDA GOVERNADOR TARCISIO DE VASCONCELOS MAIA;2038;LOTE  17                  QUADRA50;CANDELARIA;59066-035;GASOLINA ADITIVADA;10/09/2024;6,29;;R$ / litro;VIBRA
NE;RN;NATAL;QUIRINO E SOUZA COMERCIO DE PETROLEO E SERVICOS LTDA; 04.065.360/0001-22;AVENIDA GOVERNADOR TARCISIO DE VASCONCELOS MAIA;2038;LOTE  17                  QUADRA50;CANDELARIA;59066-035;ETANOL;10/09/2024;4,94;;R$ / litro;VIBRA
NE;CE;FORTALEZA;FT COMERCIO DE PETROLEO LTDA; 03.773.814/0001-57;AVENIDA BEZERRA DE MENEZES;285;;FARIAS BRITO;60325-000;GASOLINA;09/09/2024;5,99;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;FT COMERCIO DE PETROLEO LTDA; 03.773.814/0001-57;AVENIDA BEZERRA DE MENEZES;285;;FARIAS BRITO;60325-000;GASOLINA ADITIVADA;09/09/2024;6,29;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;FT COMERCIO DE PETROLEO LTDA; 03.773.814/0001-57;AVENIDA BEZERRA DE MENEZES;285;;FARIAS BRITO;60325-000;ETANOL;09/09/2024;5,1;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;COMERCIAL F. SANTOS DERIVADOS DE PETROLEO LTDA; 03.604.754/0001-49;RUA 15 DE NOVEMBRO;605;;MONTESE;60421-035;GASOLINA;10/09/2024;6,09;;R$ / litro;BRANCA
NE;CE;FORTALEZA;COMERCIAL F. SANTOS DERIVADOS DE PETROLEO LTDA; 03.604.754/0001-49;RUA 15 DE NOVEMBRO;605;;MONTESE;60421-035;GASOLINA ADITIVADA;10/09/2024;6,09;;R$ / litro;BRANCA
NE;CE;FORTALEZA;COMERCIAL F. SANTOS DERIVADOS DE PETROLEO LTDA; 03.604.754/0001-49;RUA 15 DE NOVEMBRO;605;;MONTESE;60421-035;ETANOL;10/09/2024;4,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;MILLENNIUM PETROLEO LTDA; 03.524.403/0001-28;AVENIDA DEPUTADO PAULINO ROCHA;3003;;CASTELAO;60864-310;GASOLINA;10/09/2024;6,35;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;MILLENNIUM PETROLEO LTDA; 03.524.403/0001-28;AVENIDA DEPUTADO PAULINO ROCHA;3003;;CASTELAO;60864-310;GASOLINA ADITIVADA;10/09/2024;6,45;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;MILLENNIUM PETROLEO LTDA; 03.524.403/0001-28;AVENIDA DEPUTADO PAULINO ROCHA;3003;;CASTELAO;60864-310;ETANOL;10/09/2024;5,49;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA; 03.235.387/0001-53;AVENIDA SEN.FERNANDES TAVORA;3281;;JOQUEI CLUBE;60510-290;GASOLINA;09/09/2024;5,98;;R$ / litro;VIBRA
NE;CE;FORTALEZA;COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA; 03.235.387/0001-53;AVENIDA SEN.FERNANDES TAVORA;3281;;JOQUEI CLUBE;60510-290;GASOLINA ADITIVADA;09/09/2024;6,08;;R$ / litro;VIBRA
NE;CE;FORTALEZA;COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA; 03.235.387/0001-53;AVENIDA SEN.FERNANDES TAVORA;3281;;JOQUEI CLUBE;60510-290;ETANOL;09/09/2024;4,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;L & S COMERCIO DE COMBUSTIVEIS LTDA; 02.858.003/0001-96;RUA SENADOR POMPEU;1958;POSTO;BENFICA;60025-002;GASOLINA;10/09/2024;5,79;;R$ / litro;VIBRA
NE;CE;FORTALEZA;L & S COMERCIO DE COMBUSTIVEIS LTDA; 02.858.003/0001-96;RUA SENADOR POMPEU;1958;POSTO;BENFICA;60025-002;GASOLINA ADITIVADA;10/09/2024;5,89;;R$ / litro;VIBRA
NE;CE;FORTALEZA;L & S COMERCIO DE COMBUSTIVEIS LTDA; 02.858.003/0001-96;RUA SENADOR POMPEU;1958;POSTO;BENFICA;60025-002;ETANOL;10/09/2024;4,77;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0001-15;AVENIDA DEDÉ BRASIL;1150;;ITAPERI;60410-411;GASOLINA;10/09/2024;5,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0001-15;AVENIDA DEDÉ BRASIL;1150;;ITAPERI;60410-411;GASOLINA ADITIVADA;10/09/2024;6,09;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0001-15;AVENIDA DEDÉ BRASIL;1150;;ITAPERI;60410-411;ETANOL;10/09/2024;4,95;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0003-87;AVENIDA DOS EXPEDICIONÁRIOS;9977;;ITAPERI;60410-411;GASOLINA;10/09/2024;5,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0003-87;AVENIDA DOS EXPEDICIONÁRIOS;9977;;ITAPERI;60410-411;GASOLINA ADITIVADA;10/09/2024;6,09;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0003-87;AVENIDA DOS EXPEDICIONÁRIOS;9977;;ITAPERI;60410-411;ETANOL;10/09/2024;5,29;;R$ / litro;VIBRA
NE;CE;FORTALEZA;M. S. PETROLEO LTDA; 02.487.286/0001-07;RODOVIA BR 116;2620;KM 07;CAJAZEIRAS;60850-000;GASOLINA;10/09/2024;5,67;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;M. S. PETROLEO LTDA; 02.487.286/0001-07;RODOVIA BR 116;2620;KM 07;CAJAZEIRAS;60850-000;GASOLINA ADITIVADA;10/09/2024;5,97;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;M. S. PETROLEO LTDA; 02.487.286/0001-07;RODOVIA BR 116;2620;KM 07;CAJAZEIRAS;60850-000;ETANOL;10/09/2024;4,85;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;L&O COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.150.809/0001-25;AVENIDA CEL. CARVALHO;360;;BARRA DO CEARA;60341-630;GASOLINA;09/09/2024;6,19;;R$ / litro;VIBRA
NE;CE;FORTALEZA;L&O COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.150.809/0001-25;AVENIDA CEL. CARVALHO;360;;BARRA DO CEARA;60341-630;GASOLINA ADITIVADA;09/09/2024;6,19;;R$ / litro;VIBRA
NE;CE;FORTALEZA;L&O COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.150.809/0001-25;AVENIDA CEL. CARVALHO;360;;BARRA DO CEARA;60341-630;ETANOL;09/09/2024;5,29;;R$ / litro;VIBRA
NE;CE;FORTALEZA;M.A. COMERCIAL DE PETROLEO LTDA; 02.105.074/0001-18;AVENIDA EXPEDICIONARIOS;240;;MONTESE;60411-136;GASOLINA;10/09/2024;5,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;M.A. COMERCIAL DE PETROLEO LTDA; 02.105.074/0001-18;AVENIDA EXPEDICIONARIOS;240;;MONTESE;60411-136;ETANOL;10/09/2024;4,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.952.847/0001-39;AVENIDA DA UNIVERSIDADE;3555;;BENFICA;60020-181;GASOLINA;09/09/2024;5,95;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.952.847/0001-39;AVENIDA DA UNIVERSIDADE;3555;;BENFICA;60020-181;GASOLINA ADITIVADA;09/09/2024;6,15;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.952.847/0001-39;AVENIDA DA UNIVERSIDADE;3555;;BENFICA;60020-181;ETANOL;09/09/2024;4,79;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;AUTO ABASTECIMENTO SANTO ANTONIO LTDA; 01.781.154/0001-20;AVENIDA GODOFREDO MACIEL;585;;PARANGABA;60710-001;GASOLINA;10/09/2024;5,89;;R$ / litro;VIBRA
NE;CE;FORTALEZA;AUTO ABASTECIMENTO SANTO ANTONIO LTDA; 01.781.154/0001-20;AVENIDA GODOFREDO MACIEL;585;;PARANGABA;60710-001;GASOLINA ADITIVADA;10/09/2024;5,89;;R$ / litro;VIBRA
NE;CE;FORTALEZA;AUTO ABASTECIMENTO SANTO ANTONIO LTDA; 01.781.154/0001-20;AVENIDA GODOFREDO MACIEL;585;;PARANGABA;60710-001;ETANOL;10/09/2024;4,95;;R$ / litro;VIBRA
NE;CE;FORTALEZA;LESTE OESTE PETRÓLEO LTDA; 01.447.072/0001-44;AVENIDA PRESIDENTE CASTELO BRANCO;4277;0;BARRA DO CEARÁ;60312-060;GASOLINA;09/09/2024;5,99;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;LESTE OESTE PETRÓLEO LTDA; 01.447.072/0001-44;AVENIDA PRESIDENTE CASTELO BRANCO;4277;0;BARRA DO CEARÁ;60312-060;GASOLINA ADITIVADA;09/09/2024;6,09;;R$ / litro;RAIZEN
