Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;PI;PICOS;TOTAL DERIVADOS DE PETROLEO E SERVICOS LTDA; 03.065.371/0001-40;AVENIDA N. SENHORA DE FATIMA;453;;CENTRO;64600-002;GASOLINA;11/09/2024;6,03;;R$ / litro;VIBRA
NE;PI;PIRIPIRI;RAMOS E CHRISTOFFEL LTDA; 09.250.573/0001-48;AVENIDA ADERSON ALVES FERREIRA;735;;CENTRO;64260-000;GASOLINA;10/09/2024;6,18;;R$ / litro;BRANCA
NE;PI;PIRIPIRI;F O ARRUDA LTDA; 06.119.163/0001-74;AVENIDA JOAO BANDEIRA MONTE;55;;CENTRO;64260-000;GASOLINA;10/09/2024;6,34;;R$ / litro;BRANCA
NE;PI;PIRIPIRI;F O ARRUDA LTDA; 06.119.163/0001-74;AVENIDA JOAO BANDEIRA MONTE;55;;CENTRO;64260-000;GASOLINA ADITIVADA;10/09/2024;6,44;;R$ / litro;BRANCA
NE;PI;PIRIPIRI;BRITO VIEIRA & CARVALHO LTDA; 03.447.686/0001-51;AVENIDA ADERSON FERREIRA;1781;;PACIENCIA;64260-000;GASOLINA;10/09/2024;6,09;;R$ / litro;BRANCA
NE;PI;PIRIPIRI;BRITO VIEIRA & CARVALHO LTDA; 03.447.686/0001-51;AVENIDA ADERSON FERREIRA;1781;;PACIENCIA;64260-000;GASOLINA ADITIVADA;10/09/2024;6,59;;R$ / litro;BRANCA
NE;PI;PIRIPIRI;BRITO VIEIRA & CARVALHO LTDA; 03.447.686/0001-51;AVENIDA ADERSON FERREIRA;1781;;PACIENCIA;64260-000;ETANOL;10/09/2024;4,75;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO CRISTO REI LTDA; 03.432.208/0001-78;AVENIDA BARAO DE CASTELO BRANCO;2041;;CRISTO REI;64014-190;ETANOL;11/09/2024;4,49;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO CRISTO REI LTDA; 03.432.208/0001-78;AVENIDA BARAO DE CASTELO BRANCO;2041;;CRISTO REI;64014-190;GASOLINA;11/09/2024;5,99;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO CRISTO REI LTDA; 03.432.208/0001-78;AVENIDA BARAO DE CASTELO BRANCO;2041;;CRISTO REI;64014-190;GASOLINA ADITIVADA;11/09/2024;6,09;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0003-07;RUA MAGALHAES FILHO;2,166;;MARQUES DE PARANAGUA;64002-450;GASOLINA;10/09/2024;5,87;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0003-07;RUA MAGALHAES FILHO;2,166;;MARQUES DE PARANAGUA;64002-450;GASOLINA ADITIVADA;10/09/2024;5,87;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0003-07;RUA MAGALHAES FILHO;2,166;;MARQUES DE PARANAGUA;64002-450;ETANOL;10/09/2024;4,34;;R$ / litro;BRANCA
NE;PI;TERESINA;PN PETROLEO LTDA.; 06.331.431/0001-17;RUA MUNDINHO FERRAZ;3225;;SAO CRISTOVAO;64055-330;GASOLINA;11/09/2024;5,82;;R$ / litro;BRANCA
NE;PI;TERESINA;PN PETROLEO LTDA.; 06.331.431/0001-17;RUA MUNDINHO FERRAZ;3225;;SAO CRISTOVAO;64055-330;GASOLINA ADITIVADA;11/09/2024;5,82;;R$ / litro;BRANCA
NE;PI;TERESINA;COMERCIO CARVALHO LTDA; 06.511.885/0008-46;AVENIDA NACOES UNIDAS;686;;VERMELHA;64019-230;GASOLINA;10/09/2024;6,09;;R$ / litro;VIBRA
NE;PI;TERESINA;PLANALTO PETROLEO BOLA LTDA; 04.787.075/0002-04;AVENIDA PRESIDENTE KENNEDY;4000;;SATELITE;64062-100;GASOLINA;11/09/2024;5,99;;R$ / litro;SABBÁ
NE;PI;TERESINA;PLANALTO PETROLEO BOLA LTDA; 04.787.075/0002-04;AVENIDA PRESIDENTE KENNEDY;4000;;SATELITE;64062-100;GASOLINA ADITIVADA;11/09/2024;6,29;;R$ / litro;SABBÁ
NE;PI;TERESINA;PLANALTO PETROLEO BOLA LTDA; 04.787.075/0002-04;AVENIDA PRESIDENTE KENNEDY;4000;;SATELITE;64062-100;ETANOL;11/09/2024;4,49;;R$ / litro;SABBÁ
NE;PI;TERESINA;PROGRESSO PETROLEO LTDA; 04.994.623/0001-88;CONJUNTO PARQUE PIAUI;S/N;QD-55,CASA 08;PARQUE PIAUI;64025-190;GASOLINA;09/09/2024;5,79;;R$ / litro;BRANCA
NE;PI;TERESINA;PROGRESSO PETROLEO LTDA; 04.994.623/0001-88;CONJUNTO PARQUE PIAUI;S/N;QD-55,CASA 08;PARQUE PIAUI;64025-190;ETANOL;09/09/2024;4,37;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;GASOLINA;10/09/2024;5,87;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;GASOLINA ADITIVADA;10/09/2024;5,87;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;ETANOL;10/09/2024;4,34;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO CHE LTDA; 03.309.795/0001-02;AVENIDA CELSO PINHEIRO;2710;;TRES ANDARES;64015-310;GASOLINA;10/09/2024;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0011-15;AVENIDA MIGUEL ROSA;5178;SUL;VERMELHA;64001-973;GASOLINA;10/09/2024;5,87;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0011-15;AVENIDA MIGUEL ROSA;5178;SUL;VERMELHA;64001-973;GASOLINA ADITIVADA;10/09/2024;6,27;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0011-15;AVENIDA MIGUEL ROSA;5178;SUL;VERMELHA;64001-973;ETANOL;10/09/2024;4,37;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;GASOLINA;11/09/2024;5,87;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;GASOLINA ADITIVADA;11/09/2024;5,92;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;ETANOL;11/09/2024;4,47;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;GASOLINA;09/09/2024;5,87;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;GASOLINA ADITIVADA;09/09/2024;6,27;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;ETANOL;09/09/2024;4,37;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0009-09;AVENIDA MIGUEL ROSA;6185;0;TABULETA;64016-000;GASOLINA;11/09/2024;5,97;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0009-09;AVENIDA MIGUEL ROSA;6185;0;TABULETA;64016-000;GASOLINA ADITIVADA;11/09/2024;6,37;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0009-09;AVENIDA MIGUEL ROSA;6185;0;TABULETA;64016-000;ETANOL;11/09/2024;4,37;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0012-04;AVENIDA RUI BARBOSA;1662;;VILA OPERARIA;64076-410;GASOLINA;10/09/2024;5,97;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0012-04;AVENIDA RUI BARBOSA;1662;;VILA OPERARIA;64076-410;GASOLINA ADITIVADA;10/09/2024;6,37;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0012-04;AVENIDA RUI BARBOSA;1662;;VILA OPERARIA;64076-410;ETANOL;10/09/2024;4,37;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0002-24;AVENIDA MIGUEL ROSA;3833;SUL;PICARRA;64001-973;GASOLINA;11/09/2024;5,87;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0002-24;AVENIDA MIGUEL ROSA;3833;SUL;PICARRA;64001-973;GASOLINA ADITIVADA;11/09/2024;5,87;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0002-24;AVENIDA MIGUEL ROSA;3833;SUL;PICARRA;64001-973;ETANOL;11/09/2024;4,47;;R$ / litro;VIBRA
NE;PI;TERESINA;AVANT COMBUSTIVEIS LTDA; 04.321.003/0001-88;RUA CEL BELISARIO DA CUNHA;747;;SAO  JOAO;64052-150;GASOLINA;11/09/2024;5,81;;R$ / litro;BRANCA
NE;PI;TERESINA;AVANT COMBUSTIVEIS LTDA; 04.321.003/0001-88;RUA CEL BELISARIO DA CUNHA;747;;SAO  JOAO;64052-150;ETANOL;11/09/2024;4,39;;R$ / litro;BRANCA
NE;PI;TERESINA;MIRANTE PETROLEO LTDA; 03.612.498/0001-31;AVENIDA PRESIDENTE KENNEDY;5779;;MORROS;64062-100;GASOLINA;11/09/2024;5,84;;R$ / litro;IPIRANGA
NE;PI;TERESINA;MIRANTE PETROLEO LTDA; 03.612.498/0001-31;AVENIDA PRESIDENTE KENNEDY;5779;;MORROS;64062-100;ETANOL;11/09/2024;4,49;;R$ / litro;IPIRANGA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;GASOLINA;10/09/2024;5,97;;R$ / litro;BRANCA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;GASOLINA ADITIVADA;10/09/2024;5,98;;R$ / litro;BRANCA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;ETANOL;10/09/2024;4,39;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;GASOLINA;10/09/2024;5,96;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;GASOLINA ADITIVADA;10/09/2024;6,26;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;ETANOL;10/09/2024;4,29;;R$ / litro;IPIRANGA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;GASOLINA;11/09/2024;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;GASOLINA ADITIVADA;11/09/2024;6,29;;R$ / litro;VIBRA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;ETANOL;11/09/2024;4,69;;R$ / litro;VIBRA
S;PR;ARAPONGAS;AUTO POSTO CATUAI LTDA; 07.900.742/0004-65;RUA GATURAMO;475;;JARDIM PRIMAVERA;86702-000;GASOLINA;12/09/2024;6,09;;R$ / litro;BRANCA
S;PR;ARAPONGAS;AUTO POSTO CATUAI LTDA; 07.900.742/0004-65;RUA GATURAMO;475;;JARDIM PRIMAVERA;86702-000;GASOLINA ADITIVADA;12/09/2024;6,12;;R$ / litro;BRANCA
S;PR;ARAPONGAS;AUTO POSTO CATUAI LTDA; 07.900.742/0004-65;RUA GATURAMO;475;;JARDIM PRIMAVERA;86702-000;ETANOL;12/09/2024;4,09;;R$ / litro;BRANCA
S;PR;ARAPONGAS;AUTO POSTO CATUAI LTDA; 07.900.742/0003-84;RUA UIRAPURU;998;;CENTRO;86701-010;GASOLINA;12/09/2024;6,09;;R$ / litro;BRANCA
S;PR;ARAPONGAS;AUTO POSTO CATUAI LTDA; 07.900.742/0003-84;RUA UIRAPURU;998;;CENTRO;86701-010;GASOLINA ADITIVADA;12/09/2024;6,12;;R$ / litro;BRANCA
S;PR;ARAPONGAS;AUTO POSTO CATUAI LTDA; 07.900.742/0003-84;RUA UIRAPURU;998;;CENTRO;86701-010;ETANOL;12/09/2024;4,09;;R$ / litro;BRANCA
S;PR;ARAPONGAS;SUPERALL COMERCIO DE COMBUSTIVEIS LTDA; 07.233.593/0001-85;AVENIDA MARACANÃ;2035;;VILA BERNARDES;86705-280;GASOLINA;11/09/2024;6,09;;R$ / litro;BRANCA
S;PR;ARAPONGAS;SUPERALL COMERCIO DE COMBUSTIVEIS LTDA; 07.233.593/0001-85;AVENIDA MARACANÃ;2035;;VILA BERNARDES;86705-280;ETANOL;11/09/2024;4,09;;R$ / litro;BRANCA
S;PR;ARAPONGAS;ZAGHINI & ZAGHINI LTDA.; 03.959.414/0001-30;RUA TICO-TICO DO BICO AMARELO;63;;JD. UNIVERSITARIO;86702-690;GASOLINA;12/09/2024;6,09;;R$ / litro;BRANCA
S;PR;ARAPONGAS;ZAGHINI & ZAGHINI LTDA.; 03.959.414/0001-30;RUA TICO-TICO DO BICO AMARELO;63;;JD. UNIVERSITARIO;86702-690;ETANOL;12/09/2024;4,09;;R$ / litro;BRANCA
S;PR;ARAPONGAS;S. C. S. COMERCIO DE COMBUSTIVEIS LTDA.; 01.896.574/0001-52;AVENIDA ARAPONGAS;941; ;CENTRO;86701-000;GASOLINA;12/09/2024;6,19;;R$ / litro;IPIRANGA
S;PR;ARAPONGAS;S. C. S. COMERCIO DE COMBUSTIVEIS LTDA.; 01.896.574/0001-52;AVENIDA ARAPONGAS;941; ;CENTRO;86701-000;GASOLINA ADITIVADA;12/09/2024;6,39;;R$ / litro;IPIRANGA
S;PR;ARAPONGAS;S. C. S. COMERCIO DE COMBUSTIVEIS LTDA.; 01.896.574/0001-52;AVENIDA ARAPONGAS;941; ;CENTRO;86701-000;ETANOL;12/09/2024;4,19;;R$ / litro;IPIRANGA
S;PR;ARAPONGAS;POSTO DE GASOLINA TAN TAN LTDA; 75.410.118/0001-97;AVENIDA MARACANA;678;;VILA INDUSTRIAL;86706-000;GASOLINA;11/09/2024;6,09;;R$ / litro;BRANCA
S;PR;ARAPONGAS;POSTO DE GASOLINA TAN TAN LTDA; 75.410.118/0001-97;AVENIDA MARACANA;678;;VILA INDUSTRIAL;86706-000;GASOLINA ADITIVADA;11/09/2024;6,14;;R$ / litro;BRANCA
S;PR;ARAPONGAS;POSTO DE GASOLINA TAN TAN LTDA; 75.410.118/0001-97;AVENIDA MARACANA;678;;VILA INDUSTRIAL;86706-000;ETANOL;11/09/2024;4,09;;R$ / litro;BRANCA
S;PR;ARAPONGAS;GONCALES COMERCIO DE COMBUSTIVEIS LTDA.; 03.577.554/0001-44;RUA UIRAPURU;1901;;CENTRO;86701-010;GASOLINA;12/09/2024;6,19;;R$ / litro;IPIRANGA
S;PR;ARAPONGAS;GONCALES COMERCIO DE COMBUSTIVEIS LTDA.; 03.577.554/0001-44;RUA UIRAPURU;1901;;CENTRO;86701-010;GASOLINA ADITIVADA;12/09/2024;6,49;;R$ / litro;IPIRANGA
S;PR;ARAPONGAS;GONCALES COMERCIO DE COMBUSTIVEIS LTDA.; 03.577.554/0001-44;RUA UIRAPURU;1901;;CENTRO;86701-010;ETANOL;12/09/2024;4,19;;R$ / litro;IPIRANGA
S;PR;CAMPO MOURAO;SÓ ALCOOL COMERCIO DE ALCOOL LTDA; 07.117.809/0001-47;RODOVIA BR 158;S/N;KM 02;JARDIM BANDEIRANTES;87309-650;GASOLINA;10/09/2024;5,55;;R$ / litro;BRANCA
S;PR;CAMPO MOURAO;SÓ ALCOOL COMERCIO DE ALCOOL LTDA; 07.117.809/0001-47;RODOVIA BR 158;S/N;KM 02;JARDIM BANDEIRANTES;87309-650;ETANOL;10/09/2024;3,65;;R$ / litro;BRANCA
S;PR;CAMPO MOURAO;MECA - COMERCIO DE COMBUSTIVEIS LTDA; 04.184.118/0002-59;AVENIDA CAPITAO INDIO BANDEIRA;2498;;CENTRO;87300-005;GASOLINA;10/09/2024;5,99;;R$ / litro;BRANCA
S;PR;CAMPO MOURAO;MECA - COMERCIO DE COMBUSTIVEIS LTDA; 04.184.118/0002-59;AVENIDA CAPITAO INDIO BANDEIRA;2498;;CENTRO;87300-005;GASOLINA ADITIVADA;10/09/2024;6,09;;R$ / litro;BRANCA
S;PR;CAMPO MOURAO;MECA - COMERCIO DE COMBUSTIVEIS LTDA; 04.184.118/0002-59;AVENIDA CAPITAO INDIO BANDEIRA;2498;;CENTRO;87300-005;ETANOL;10/09/2024;3,99;;R$ / litro;BRANCA
S;PR;CAMPO MOURAO;GARCIA & MORETO LTDA; 04.923.484/0001-00;RUA GUARAPUAVA;933;;CENTRO;87302-160;GASOLINA;10/09/2024;5,55;;R$ / litro;BRANCA
S;PR;CAMPO MOURAO;GARCIA & MORETO LTDA; 04.923.484/0001-00;RUA GUARAPUAVA;933;;CENTRO;87302-160;ETANOL;10/09/2024;3,65;;R$ / litro;BRANCA
S;PR;CASCAVEL;STOPETROLEO S.A. - COMERCIO DE DERIVADOS DE PETROLEO; 09.160.226/0001-24;AVENIDA BRASIL;2655;;SÃO CRISTÓVÃO;85816-690;GASOLINA;10/09/2024;6,18;;R$ / litro;BRANCA
S;PR;CASCAVEL;STOPETROLEO S.A. - COMERCIO DE DERIVADOS DE PETROLEO; 09.160.226/0001-24;AVENIDA BRASIL;2655;;SÃO CRISTÓVÃO;85816-690;ETANOL;10/09/2024;4,09;;R$ / litro;BRANCA
S;PR;CASCAVEL;ANTOSZ & LEME LTDA; 08.270.350/0001-80;AVENIDA BRASIL;9107;;COQUEIRAL;85807-030;GASOLINA;09/09/2024;6,39;;R$ / litro;VIBRA
S;PR;CASCAVEL;ANTOSZ & LEME LTDA; 08.270.350/0001-80;AVENIDA BRASIL;9107;;COQUEIRAL;85807-030;GASOLINA ADITIVADA;09/09/2024;6,49;;R$ / litro;VIBRA
S;PR;CASCAVEL;ANTOSZ & LEME LTDA; 08.270.350/0001-80;AVENIDA BRASIL;9107;;COQUEIRAL;85807-030;ETANOL;09/09/2024;4,29;;R$ / litro;VIBRA
S;PR;CASCAVEL;AGROROTA COMERCIO DE COMBUSTIVEIS LTDA; 07.876.389/0001-82;RUA TRES PODERES;5393;;CASCAVEL VELHO;85818-070;GASOLINA;10/09/2024;6,19;;R$ / litro;BRANCA
S;PR;CASCAVEL;AGROROTA COMERCIO DE COMBUSTIVEIS LTDA; 07.876.389/0001-82;RUA TRES PODERES;5393;;CASCAVEL VELHO;85818-070;GASOLINA ADITIVADA;10/09/2024;6,39;;R$ / litro;BRANCA
S;PR;CASCAVEL;AGROROTA COMERCIO DE COMBUSTIVEIS LTDA; 07.876.389/0001-82;RUA TRES PODERES;5393;;CASCAVEL VELHO;85818-070;ETANOL;10/09/2024;4,19;;R$ / litro;BRANCA
S;PR;CASCAVEL;J. PEGORARO & CIA LTDA; 07.516.961/0001-00;AVENIDA BRASIL;8160;;CENTRO;85810-001;GASOLINA;10/09/2024;6,38;;R$ / litro;RAIZEN
S;PR;CASCAVEL;J. PEGORARO & CIA LTDA; 07.516.961/0001-00;AVENIDA BRASIL;8160;;CENTRO;85810-001;GASOLINA ADITIVADA;10/09/2024;6,68;;R$ / litro;RAIZEN
S;PR;CASCAVEL;J. PEGORARO & CIA LTDA; 07.516.961/0001-00;AVENIDA BRASIL;8160;;CENTRO;85810-001;ETANOL;10/09/2024;4,28;;R$ / litro;RAIZEN
S;PR;CASCAVEL;AUTO POSTO BARI LTDA; 05.876.372/0001-08;AVENIDA BRASIL;6855;;CENTRO;85801-000;GASOLINA;10/09/2024;6,28;;R$ / litro;IPIRANGA
S;PR;CASCAVEL;AUTO POSTO BARI LTDA; 05.876.372/0001-08;AVENIDA BRASIL;6855;;CENTRO;85801-000;GASOLINA ADITIVADA;10/09/2024;6,58;;R$ / litro;IPIRANGA
S;PR;CASCAVEL;AUTO POSTO BARI LTDA; 05.876.372/0001-08;AVENIDA BRASIL;6855;;CENTRO;85801-000;ETANOL;10/09/2024;4,18;;R$ / litro;IPIRANGA
S;PR;CASCAVEL;GRAVA COMERCIO DE COMBUSTIVEIS LTDA; 01.526.978/0001-54;RUA PERNAMBUCO;555;TERREO;CENTRO;85801-010;GASOLINA;11/09/2024;6,39;;R$ / litro;IPIRANGA
S;PR;CASCAVEL;GRAVA COMERCIO DE COMBUSTIVEIS LTDA; 01.526.978/0001-54;RUA PERNAMBUCO;555;TERREO;CENTRO;85801-010;GASOLINA ADITIVADA;11/09/2024;6,59;;R$ / litro;IPIRANGA
S;PR;CASCAVEL;GRAVA COMERCIO DE COMBUSTIVEIS LTDA; 01.526.978/0001-54;RUA PERNAMBUCO;555;TERREO;CENTRO;85801-010;ETANOL;11/09/2024;4,2;;R$ / litro;IPIRANGA
S;PR;CASCAVEL;DAL VESCO & GRAPEGIA LTDA; 04.231.383/0001-60;RUA DOMICIANO THEOBALDO BRESOLIN;982;;BRASILIA;85815-073;GASOLINA;10/09/2024;6,39;;R$ / litro;IPIRANGA
S;PR;CASCAVEL;DAL VESCO & GRAPEGIA LTDA; 04.231.383/0001-60;RUA DOMICIANO THEOBALDO BRESOLIN;982;;BRASILIA;85815-073;GASOLINA ADITIVADA;10/09/2024;6,49;;R$ / litro;IPIRANGA
S;PR;CASCAVEL;DAL VESCO & GRAPEGIA LTDA; 04.231.383/0001-60;RUA DOMICIANO THEOBALDO BRESOLIN;982;;BRASILIA;85815-073;ETANOL;10/09/2024;4,29;;R$ / litro;IPIRANGA
S;PR;CASCAVEL;AUTO POSTO SAO CRISTOVAO LTDA; 03.012.016/0001-02;RUA DOMICILIANO TEOBALDO BRESOLIN;655;ESQ. C/ ESTILAC LEAL;SAO CRISTOVAO;85815-073;GASOLINA;10/09/2024;6,39;;R$ / litro;RAIZEN
S;PR;CASCAVEL;AUTO POSTO SAO CRISTOVAO LTDA; 03.012.016/0001-02;RUA DOMICILIANO TEOBALDO BRESOLIN;655;ESQ. C/ ESTILAC LEAL;SAO CRISTOVAO;85815-073;GASOLINA ADITIVADA;10/09/2024;6,49;;R$ / litro;RAIZEN
S;PR;CASCAVEL;AUTO POSTO SAO CRISTOVAO LTDA; 03.012.016/0001-02;RUA DOMICILIANO TEOBALDO BRESOLIN;655;ESQ. C/ ESTILAC LEAL;SAO CRISTOVAO;85815-073;ETANOL;10/09/2024;4,29;;R$ / litro;RAIZEN
S;PR;CASCAVEL;POSTO DAS AMERICAS LTDA; 02.331.276/0001-88;RODOVIA BR 277 KM 583,85;S/N;SAIDA P/ CURITIBA;BR 277;85803-650;GASOLINA;10/09/2024;5,99;;R$ / litro;RAIZEN
S;PR;CASCAVEL;POSTO DAS AMERICAS LTDA; 02.331.276/0001-88;RODOVIA BR 277 KM 583,85;S/N;SAIDA P/ CURITIBA;BR 277;85803-650;GASOLINA ADITIVADA;10/09/2024;6,19;;R$ / litro;RAIZEN
S;PR;CASCAVEL;POSTO DAS AMERICAS LTDA; 02.331.276/0001-88;RODOVIA BR 277 KM 583,85;S/N;SAIDA P/ CURITIBA;BR 277;85803-650;ETANOL;10/09/2024;4,08;;R$ / litro;RAIZEN
S;PR;CASCAVEL;ADONAY COMERCIO DE COMBUSTIVEIS LTDA; 01.289.870/0001-95;AVENIDA TANCREDO NEVES;2483;;CENTRO;85804-260;GASOLINA;09/09/2024;6,38;;R$ / litro;IPIRANGA
S;PR;CASCAVEL;ADONAY COMERCIO DE COMBUSTIVEIS LTDA; 01.289.870/0001-95;AVENIDA TANCREDO NEVES;2483;;CENTRO;85804-260;GASOLINA ADITIVADA;09/09/2024;6,48;;R$ / litro;IPIRANGA
S;PR;CASCAVEL;ADONAY COMERCIO DE COMBUSTIVEIS LTDA; 01.289.870/0001-95;AVENIDA TANCREDO NEVES;2483;;CENTRO;85804-260;ETANOL;09/09/2024;4,19;;R$ / litro;IPIRANGA
S;PR;CIANORTE;AUTO POSTO SEIS LTDA; 03.772.058/0002-22;AVENIDA EDSON DE LIMA SOUTO;567;;ZONA 02;87200-000;GASOLINA;12/09/2024;5,99;;R$ / litro;IPIRANGA
S;PR;CIANORTE;AUTO POSTO SEIS LTDA; 03.772.058/0002-22;AVENIDA EDSON DE LIMA SOUTO;567;;ZONA 02;87200-000;GASOLINA ADITIVADA;12/09/2024;6,09;;R$ / litro;IPIRANGA
S;PR;CIANORTE;AUTO POSTO SEIS LTDA; 03.772.058/0002-22;AVENIDA EDSON DE LIMA SOUTO;567;;ZONA 02;87200-000;ETANOL;12/09/2024;3,99;;R$ / litro;IPIRANGA
S;PR;CIANORTE;LETTI AUTO POSTO LTDA.; 04.708.755/0001-04;AVENIDA GOIAS;1250;;CENTRO;87200-001;GASOLINA;12/09/2024;5,89;;R$ / litro;CIAPETRO
S;PR;CIANORTE;LETTI AUTO POSTO LTDA.; 04.708.755/0001-04;AVENIDA GOIAS;1250;;CENTRO;87200-001;GASOLINA ADITIVADA;12/09/2024;5,92;;R$ / litro;CIAPETRO
S;PR;CIANORTE;LETTI AUTO POSTO LTDA.; 04.708.755/0001-04;AVENIDA GOIAS;1250;;CENTRO;87200-001;ETANOL;12/09/2024;3,89;;R$ / litro;CIAPETRO
S;PR;FOZ DO IGUACU;AUTO POSTO GRAMADO LTDA; 06.996.707/0001-86;AVENIDA GRAMADO;3636;;LOTEAMENTO JARDIM AURORA;85862-240;GASOLINA;12/09/2024;5,95;;R$ / litro;BRANCA
S;PR;FOZ DO IGUACU;AUTO POSTO GRAMADO LTDA; 06.996.707/0001-86;AVENIDA GRAMADO;3636;;LOTEAMENTO JARDIM AURORA;85862-240;GASOLINA ADITIVADA;12/09/2024;5,98;;R$ / litro;BRANCA
